trial,exp,algorithm,corpus_size,noise_label,noise_min,noise_max,noise_range_pct,top_k,query,recall_at_k,ndcg_at_k,score_entropy,score_variance,enc_total_us
6,I,Combined,500,30%,0.7,1.3,30.0,10,Is buying organic worth it? A review of the science in new DVD,0.9,0.9498,1.8867,0.003921,8472
6,I,Combined,500,30%,0.7,1.3,30.0,10,Orange Aromatherapy for Anxiety,0.9,0.9488,1.8867,0.003882,8749
6,I,Combined,500,30%,0.7,1.3,30.0,10,Food Manufacturers Get to Decide if Their Own Additives Are Safe,0.9,0.9477,1.973,0.002019,8550
6,I,Combined,500,30%,0.7,1.3,30.0,10,Meat Industry Wins Right to Sell Tainted Meat,1.0,0.9998,2.0253,0.001424,8602
6,I,Combined,500,30%,0.7,1.3,30.0,10,Chicken Salmonella Outbreaks Show Food Safety Systems Failure,1.0,0.9996,2.0253,0.001568,8052
6,I,Combined,500,30%,0.7,1.3,30.0,10,Viral Food Poisoning from Pesticides?,1.0,0.9992,1.6094,0.000528,8226
6,I,Combined,500,30%,0.7,1.3,30.0,10,The Reversal on Fish Oil,1.0,0.9999,1.8344,0.00513,8000
6,I,Combined,500,30%,0.7,1.3,30.0,10,Are Multivitamins Just a Waste of Money?,1.0,0.9999,1.6094,0.005506,8285
6,I,Combined,500,50%,0.5,1.5,50.0,10,Breast Cancer Cells Feed on Cholesterol,0.8,0.8849,1.8344,0.000923,12787
6,I,Combined,500,50%,0.5,1.5,50.0,10,Using Diet to Treat Asthma and Eczema,0.8,0.8807,1.6957,0.001213,11401
6,I,Combined,500,50%,0.5,1.5,50.0,10,Treating Asthma With Plants vs. Pills,0.9,0.942,1.6957,0.000524,9628
6,I,Combined,500,50%,0.5,1.5,50.0,10,How Fruits and Vegetables Can Treat Asthma,0.9,0.9445,2.164,0.00064,10850
6,I,Combined,500,50%,0.5,1.5,50.0,10,How Fruits and Vegetables Can Prevent Asthma,1.0,0.9994,2.0253,0.000286,10445
6,I,Combined,500,50%,0.5,1.5,50.0,10,Our Tax Dollars Subsidize Unhealthy Foods,1.0,0.9999,1.5048,0.000456,9545
6,I,Combined,500,50%,0.5,1.5,50.0,10,Reducing Arsenic in Chicken and Rice,0.9,0.9332,2.3026,0.000131,9344
6,I,Combined,500,50%,0.5,1.5,50.0,10,How Contaminated Are Our Children?,0.9,0.9425,1.8344,0.000605,9453
6,I,Combined,500,50%,0.5,1.5,50.0,10,"Blood Type Diet Perceived as ""Crass Fraud""",0.8,0.8712,2.164,0.00028,9447
6,I,Combined,500,50%,0.5,1.5,50.0,10,Why Do Heart Doctors Favor Surgery and Drugs Over Diet?,1.0,1.0,2.0253,0.001481,10239
6,I,Combined,500,50%,0.5,1.5,50.0,10,Phytates in Beans: Anti-Nutrient or Anti-Cancer?,0.9,0.9458,1.6094,0.002015,10231
6,I,Combined,500,50%,0.5,1.5,50.0,10,How Phytates Fight Cancer Cells,1.0,0.9998,2.0253,0.001681,9592
6,I,Combined,500,50%,0.5,1.5,50.0,10,Colon Cancer Prevention: Is it the Fiber or the Phytates?,0.9,0.9373,1.4185,0.003321,8960
6,I,Combined,500,50%,0.5,1.5,50.0,10,Low Carb Diets Found to Feed Heart Disease,0.9,0.9433,1.8867,0.001748,9636
6,I,Combined,500,50%,0.5,1.5,50.0,10,How Curry Can Kill Cancer Cells,1.0,0.9999,2.164,0.000669,9909
6,I,Combined,500,50%,0.5,1.5,50.0,10,Testing Turmeric on Smokers,0.9,0.9433,2.164,0.000681,8793
6,I,Combined,500,50%,0.5,1.5,50.0,10,Alkylphenol Endocrine Disruptors and Allergies,1.0,0.9997,1.3592,0.002904,10259
6,I,Combined,500,50%,0.5,1.5,50.0,10,Slowing Cognitive Decline with Berries,1.0,0.9999,2.164,0.002518,10038
6,I,Combined,500,50%,0.5,1.5,50.0,10,What is ‘Meat Glue’?,1.0,0.9998,2.164,0.001876,9274
6,I,Combined,500,50%,0.5,1.5,50.0,10,Is Liquid Smoke Safe?,1.0,0.9996,1.8344,0.000539,9326
6,I,Combined,500,50%,0.5,1.5,50.0,10,Does Antioxidant Intake Matter for Stroke and Heart Disease?,0.8,0.8693,1.8344,0.000759,8834
6,I,Combined,500,50%,0.5,1.5,50.0,10,Does Antioxidant Intake Matter for Cancer?,1.0,1.0,1.973,0.001144,9221
6,I,Combined,500,50%,0.5,1.5,50.0,10,Is buying organic worth it? A review of the science in new DVD,1.0,0.9999,1.8867,0.002691,9155
6,I,Combined,500,50%,0.5,1.5,50.0,10,Orange Aromatherapy for Anxiety,1.0,0.9996,2.0253,0.003578,10193
6,I,Combined,500,50%,0.5,1.5,50.0,10,Food Manufacturers Get to Decide if Their Own Additives Are Safe,0.9,0.9455,1.8867,0.001629,9811
6,I,Combined,500,50%,0.5,1.5,50.0,10,Meat Industry Wins Right to Sell Tainted Meat,1.0,0.9998,2.0253,0.001158,9354
6,I,Combined,500,50%,0.5,1.5,50.0,10,Chicken Salmonella Outbreaks Show Food Safety Systems Failure,0.9,0.9447,2.0253,0.001122,9944
6,I,Combined,500,50%,0.5,1.5,50.0,10,Viral Food Poisoning from Pesticides?,0.9,0.9405,2.164,0.000651,8227
6,I,Combined,500,50%,0.5,1.5,50.0,10,The Reversal on Fish Oil,1.0,1.0,1.973,0.003504,8733
6,I,Combined,500,50%,0.5,1.5,50.0,10,Are Multivitamins Just a Waste of Money?,0.9,0.9507,1.6957,0.003399,8988
6,I,Combined,500,70%,0.3,1.7,70.0,10,Breast Cancer Cells Feed on Cholesterol,0.9,0.9412,1.8867,0.000973,18594
6,I,Combined,500,70%,0.3,1.7,70.0,10,Using Diet to Treat Asthma and Eczema,0.8,0.8779,1.8344,0.000815,14745
6,I,Combined,500,70%,0.3,1.7,70.0,10,Treating Asthma With Plants vs. Pills,1.0,0.9993,1.8344,0.000392,11668
6,I,Combined,500,70%,0.3,1.7,70.0,10,How Fruits and Vegetables Can Treat Asthma,1.0,0.997,2.164,0.000466,10472
6,I,Combined,500,70%,0.3,1.7,70.0,10,How Fruits and Vegetables Can Prevent Asthma,1.0,0.9984,2.0253,0.000195,10420
6,I,Combined,500,70%,0.3,1.7,70.0,10,Our Tax Dollars Subsidize Unhealthy Foods,0.9,0.9385,1.6094,0.000488,11247
6,I,Combined,500,70%,0.3,1.7,70.0,10,Reducing Arsenic in Chicken and Rice,0.7,0.7995,2.0253,0.00012,9577
6,I,Combined,500,70%,0.3,1.7,70.0,10,How Contaminated Are Our Children?,0.9,0.9424,1.8867,0.000219,9496
6,I,Combined,500,70%,0.3,1.7,70.0,10,"Blood Type Diet Perceived as ""Crass Fraud""",0.8,0.8767,1.8344,0.000269,10027
6,I,Combined,500,70%,0.3,1.7,70.0,10,Why Do Heart Doctors Favor Surgery and Drugs Over Diet?,0.9,0.9443,2.0253,0.000958,9371
6,I,Combined,500,70%,0.3,1.7,70.0,10,Phytates in Beans: Anti-Nutrient or Anti-Cancer?,1.0,0.9995,1.8344,0.001581,9616
6,I,Combined,500,70%,0.3,1.7,70.0,10,How Phytates Fight Cancer Cells,1.0,0.9997,2.0253,0.000919,8820
6,I,Combined,500,70%,0.3,1.7,70.0,10,Colon Cancer Prevention: Is it the Fiber or the Phytates?,0.9,0.9411,1.8344,0.0021,9142
6,I,Combined,500,70%,0.3,1.7,70.0,10,Low Carb Diets Found to Feed Heart Disease,0.9,0.9438,2.0253,0.001247,8976
6,I,Combined,500,70%,0.3,1.7,70.0,10,How Curry Can Kill Cancer Cells,0.9,0.9442,2.0253,0.000474,10400
6,I,Combined,500,70%,0.3,1.7,70.0,10,Testing Turmeric on Smokers,0.9,0.9404,2.0253,0.000269,8786
6,I,Combined,500,70%,0.3,1.7,70.0,10,Alkylphenol Endocrine Disruptors and Allergies,0.8,0.884,1.1935,0.001834,8944
6,I,Combined,500,70%,0.3,1.7,70.0,10,Slowing Cognitive Decline with Berries,1.0,0.9999,2.164,0.001659,8781
6,I,Combined,500,70%,0.3,1.7,70.0,10,What is ‘Meat Glue’?,0.9,0.9523,2.0253,0.001108,10167
6,I,Combined,500,70%,0.3,1.7,70.0,10,Is Liquid Smoke Safe?,1.0,0.9989,1.7481,0.000303,7919
6,I,Combined,500,70%,0.3,1.7,70.0,10,Does Antioxidant Intake Matter for Stroke and Heart Disease?,0.8,0.8813,2.0253,0.000464,10171
6,I,Combined,500,70%,0.3,1.7,70.0,10,Does Antioxidant Intake Matter for Cancer?,0.8,0.8774,2.164,0.000797,10250
6,I,Combined,500,70%,0.3,1.7,70.0,10,Is buying organic worth it? A review of the science in new DVD,1.0,0.9992,1.973,0.001575,10469
6,I,Combined,500,70%,0.3,1.7,70.0,10,Orange Aromatherapy for Anxiety,0.9,0.9484,2.164,0.001598,8582
6,I,Combined,500,70%,0.3,1.7,70.0,10,Food Manufacturers Get to Decide if Their Own Additives Are Safe,0.9,0.9475,2.164,0.000775,8096
6,I,Combined,500,70%,0.3,1.7,70.0,10,Meat Industry Wins Right to Sell Tainted Meat,0.9,0.947,2.0253,0.000729,9486
6,I,Combined,500,70%,0.3,1.7,70.0,10,Chicken Salmonella Outbreaks Show Food Safety Systems Failure,0.9,0.9475,2.164,0.000759,9277
6,I,Combined,500,70%,0.3,1.7,70.0,10,Viral Food Poisoning from Pesticides?,0.8,0.8804,2.0253,0.000339,9149
6,I,Combined,500,70%,0.3,1.7,70.0,10,The Reversal on Fish Oil,1.0,1.0,2.164,0.00299,8787
6,I,Combined,500,70%,0.3,1.7,70.0,10,Are Multivitamins Just a Waste of Money?,0.8,0.8968,1.8867,0.003034,8991
7,I,Combined,500,0%,1.0,1.0,0.0,10,Breast Cancer Cells Feed on Cholesterol,1.0,1.0,1.8344,0.001498,14197
7,I,Combined,500,0%,1.0,1.0,0.0,10,Using Diet to Treat Asthma and Eczema,1.0,1.0,1.6957,0.00193,11557
7,I,Combined,500,0%,1.0,1.0,0.0,10,Treating Asthma With Plants vs. Pills,1.0,1.0,1.973,0.000876,9918
7,I,Combined,500,0%,1.0,1.0,0.0,10,How Fruits and Vegetables Can Treat Asthma,1.0,1.0,1.8867,0.000962,10049
7,I,Combined,500,0%,1.0,1.0,0.0,10,How Fruits and Vegetables Can Prevent Asthma,1.0,1.0,1.7481,0.000364,9888
7,I,Combined,500,0%,1.0,1.0,0.0,10,Our Tax Dollars Subsidize Unhealthy Foods,1.0,1.0,1.8344,0.001076,10092
7,I,Combined,500,0%,1.0,1.0,0.0,10,Reducing Arsenic in Chicken and Rice,1.0,1.0,2.164,0.000167,9047
7,I,Combined,500,0%,1.0,1.0,0.0,10,How Contaminated Are Our Children?,1.0,1.0,2.0253,0.000807,8647
7,I,Combined,500,0%,1.0,1.0,0.0,10,"Blood Type Diet Perceived as ""Crass Fraud""",1.0,1.0,2.164,0.000548,8934
7,I,Combined,500,0%,1.0,1.0,0.0,10,Why Do Heart Doctors Favor Surgery and Drugs Over Diet?,1.0,1.0,2.0253,0.002139,8632
7,I,Combined,500,0%,1.0,1.0,0.0,10,Phytates in Beans: Anti-Nutrient or Anti-Cancer?,1.0,1.0,1.8867,0.002905,8928
7,I,Combined,500,0%,1.0,1.0,0.0,10,How Phytates Fight Cancer Cells,1.0,1.0,2.0253,0.002476,8464
7,I,Combined,500,0%,1.0,1.0,0.0,10,Colon Cancer Prevention: Is it the Fiber or the Phytates?,1.0,1.0,1.973,0.004381,8908
7,I,Combined,500,0%,1.0,1.0,0.0,10,Low Carb Diets Found to Feed Heart Disease,1.0,1.0,2.164,0.002445,8478
7,I,Combined,500,0%,1.0,1.0,0.0,10,How Curry Can Kill Cancer Cells,1.0,1.0,1.7481,0.001025,8790
7,I,Combined,500,0%,1.0,1.0,0.0,10,Testing Turmeric on Smokers,1.0,1.0,2.0253,0.00072,7358
7,I,Combined,500,0%,1.0,1.0,0.0,10,Alkylphenol Endocrine Disruptors and Allergies,1.0,1.0,1.2275,0.004178,8608
7,I,Combined,500,0%,1.0,1.0,0.0,10,Slowing Cognitive Decline with Berries,1.0,1.0,2.0253,0.003524,8270
7,I,Combined,500,0%,1.0,1.0,0.0,10,What is ‘Meat Glue’?,1.0,1.0,1.6957,0.002329,8036
7,I,Combined,500,0%,1.0,1.0,0.0,10,Is Liquid Smoke Safe?,1.0,1.0,1.8344,0.000891,10280
7,I,Combined,500,0%,1.0,1.0,0.0,10,Does Antioxidant Intake Matter for Stroke and Heart Disease?,1.0,1.0,2.0253,0.001197,9539
7,I,Combined,500,0%,1.0,1.0,0.0,10,Does Antioxidant Intake Matter for Cancer?,1.0,1.0,2.0253,0.001446,9141
7,I,Combined,500,0%,1.0,1.0,0.0,10,Is buying organic worth it? A review of the science in new DVD,1.0,1.0,1.6434,0.004096,8865
7,I,Combined,500,0%,1.0,1.0,0.0,10,Orange Aromatherapy for Anxiety,1.0,1.0,2.0253,0.004836,8752
7,I,Combined,500,0%,1.0,1.0,0.0,10,Food Manufacturers Get to Decide if Their Own Additives Are Safe,1.0,1.0,1.8344,0.001974,8639
7,I,Combined,500,0%,1.0,1.0,0.0,10,Meat Industry Wins Right to Sell Tainted Meat,1.0,1.0,1.8867,0.00144,8644
7,I,Combined,500,0%,1.0,1.0,0.0,10,Chicken Salmonella Outbreaks Show Food Safety Systems Failure,1.0,1.0,2.0253,0.001652,8537
7,I,Combined,500,0%,1.0,1.0,0.0,10,Viral Food Poisoning from Pesticides?,1.0,1.0,1.6957,0.000684,8894
7,I,Combined,500,0%,1.0,1.0,0.0,10,The Reversal on Fish Oil,1.0,1.0,2.0253,0.005445,8575
7,I,Combined,500,0%,1.0,1.0,0.0,10,Are Multivitamins Just a Waste of Money?,1.0,1.0,1.7481,0.005752,9411
7,I,Combined,500,1%,0.99,1.01,1.0,10,Breast Cancer Cells Feed on Cholesterol,1.0,1.0,1.8344,0.001499,18459
7,I,Combined,500,1%,0.99,1.01,1.0,10,Using Diet to Treat Asthma and Eczema,1.0,1.0,1.6957,0.001926,14070
7,I,Combined,500,1%,0.99,1.01,1.0,10,Treating Asthma With Plants vs. Pills,1.0,1.0,1.973,0.000873,12620
7,I,Combined,500,1%,0.99,1.01,1.0,10,How Fruits and Vegetables Can Treat Asthma,1.0,1.0,1.8867,0.000959,11569
7,I,Combined,500,1%,0.99,1.01,1.0,10,How Fruits and Vegetables Can Prevent Asthma,1.0,1.0,1.7481,0.000362,11023
7,I,Combined,500,1%,0.99,1.01,1.0,10,Our Tax Dollars Subsidize Unhealthy Foods,1.0,1.0,1.8344,0.001072,10237
7,I,Combined,500,1%,0.99,1.01,1.0,10,Reducing Arsenic in Chicken and Rice,1.0,1.0,2.164,0.000166,8078
7,I,Combined,500,1%,0.99,1.01,1.0,10,How Contaminated Are Our Children?,1.0,1.0,2.0253,0.000811,8203
7,I,Combined,500,1%,0.99,1.01,1.0,10,"Blood Type Diet Perceived as ""Crass Fraud""",1.0,1.0,2.164,0.000551,9026
7,I,Combined,500,1%,0.99,1.01,1.0,10,Why Do Heart Doctors Favor Surgery and Drugs Over Diet?,1.0,1.0,2.0253,0.00215,8202
7,I,Combined,500,1%,0.99,1.01,1.0,10,Phytates in Beans: Anti-Nutrient or Anti-Cancer?,1.0,1.0,1.8867,0.002917,8894
7,I,Combined,500,1%,0.99,1.01,1.0,10,How Phytates Fight Cancer Cells,1.0,1.0,2.0253,0.002476,8207
7,I,Combined,500,1%,0.99,1.01,1.0,10,Colon Cancer Prevention: Is it the Fiber or the Phytates?,1.0,1.0,1.8344,0.00437,8304
7,I,Combined,500,1%,0.99,1.01,1.0,10,Low Carb Diets Found to Feed Heart Disease,1.0,1.0,2.164,0.002443,9212
7,I,Combined,500,1%,0.99,1.01,1.0,10,How Curry Can Kill Cancer Cells,1.0,1.0,1.7481,0.00102,8579
7,I,Combined,500,1%,0.99,1.01,1.0,10,Testing Turmeric on Smokers,1.0,1.0,2.0253,0.000719,8210
7,I,Combined,500,1%,0.99,1.01,1.0,10,Alkylphenol Endocrine Disruptors and Allergies,1.0,1.0,1.2275,0.004171,9761
7,I,Combined,500,1%,0.99,1.01,1.0,10,Slowing Cognitive Decline with Berries,1.0,1.0,2.0253,0.003531,9967
7,I,Combined,500,1%,0.99,1.01,1.0,10,What is ‘Meat Glue’?,1.0,1.0,1.6957,0.002325,8283
7,I,Combined,500,1%,0.99,1.01,1.0,10,Is Liquid Smoke Safe?,1.0,1.0,1.8344,0.000886,8199
7,I,Combined,500,1%,0.99,1.01,1.0,10,Does Antioxidant Intake Matter for Stroke and Heart Disease?,1.0,1.0,2.164,0.001197,8778
7,I,Combined,500,1%,0.99,1.01,1.0,10,Does Antioxidant Intake Matter for Cancer?,1.0,1.0,2.0253,0.001454,8588
7,I,Combined,500,1%,0.99,1.01,1.0,10,Is buying organic worth it? A review of the science in new DVD,1.0,1.0,1.6434,0.004099,8711
7,I,Combined,500,1%,0.99,1.01,1.0,10,Orange Aromatherapy for Anxiety,1.0,1.0,2.0253,0.004842,7589
7,I,Combined,500,1%,0.99,1.01,1.0,10,Food Manufacturers Get to Decide if Their Own Additives Are Safe,1.0,1.0,1.8344,0.001974,9138
7,I,Combined,500,1%,0.99,1.01,1.0,10,Meat Industry Wins Right to Sell Tainted Meat,1.0,1.0,1.8867,0.001439,8160
7,I,Combined,500,1%,0.99,1.01,1.0,10,Chicken Salmonella Outbreaks Show Food Safety Systems Failure,1.0,1.0,2.0253,0.001649,8043
7,I,Combined,500,1%,0.99,1.01,1.0,10,Viral Food Poisoning from Pesticides?,1.0,1.0,1.8867,0.00068,8408
7,I,Combined,500,1%,0.99,1.01,1.0,10,The Reversal on Fish Oil,1.0,1.0,2.0253,0.005434,9911
7,I,Combined,500,1%,0.99,1.01,1.0,10,Are Multivitamins Just a Waste of Money?,1.0,1.0,1.973,0.005766,9594
7,I,Combined,500,10%,0.9,1.1,10.0,10,Breast Cancer Cells Feed on Cholesterol,1.0,1.0,1.8867,0.00151,18767
7,I,Combined,500,10%,0.9,1.1,10.0,10,Using Diet to Treat Asthma and Eczema,1.0,1.0,1.8344,0.001825,14870
7,I,Combined,500,10%,0.9,1.1,10.0,10,Treating Asthma With Plants vs. Pills,1.0,0.9999,1.8344,0.000827,12941
7,I,Combined,500,10%,0.9,1.1,10.0,10,How Fruits and Vegetables Can Treat Asthma,1.0,1.0,2.164,0.000966,11752
7,I,Combined,500,10%,0.9,1.1,10.0,10,How Fruits and Vegetables Can Prevent Asthma,1.0,1.0,2.164,0.000361,10065
7,I,Combined,500,10%,0.9,1.1,10.0,10,Our Tax Dollars Subsidize Unhealthy Foods,1.0,1.0,1.6094,0.001109,11366
7,I,Combined,500,10%,0.9,1.1,10.0,10,Reducing Arsenic in Chicken and Rice,1.0,1.0,2.0253,0.000169,10507
7,I,Combined,500,10%,0.9,1.1,10.0,10,How Contaminated Are Our Children?,1.0,1.0,1.973,0.000803,8699
7,I,Combined,500,10%,0.9,1.1,10.0,10,"Blood Type Diet Perceived as ""Crass Fraud""",1.0,1.0,2.0253,0.000539,9346
7,I,Combined,500,10%,0.9,1.1,10.0,10,Why Do Heart Doctors Favor Surgery and Drugs Over Diet?,1.0,1.0,1.8867,0.002031,9158
7,I,Combined,500,10%,0.9,1.1,10.0,10,Phytates in Beans: Anti-Nutrient or Anti-Cancer?,1.0,1.0,1.6094,0.002773,8890
7,I,Combined,500,10%,0.9,1.1,10.0,10,How Phytates Fight Cancer Cells,1.0,1.0,2.164,0.002509,8296
7,I,Combined,500,10%,0.9,1.1,10.0,10,Colon Cancer Prevention: Is it the Fiber or the Phytates?,1.0,1.0,1.973,0.004248,8730
7,I,Combined,500,10%,0.9,1.1,10.0,10,Low Carb Diets Found to Feed Heart Disease,1.0,1.0,2.164,0.002371,8750
7,I,Combined,500,10%,0.9,1.1,10.0,10,How Curry Can Kill Cancer Cells,1.0,0.9999,1.8867,0.00103,8467
7,I,Combined,500,10%,0.9,1.1,10.0,10,Testing Turmeric on Smokers,1.0,1.0,2.164,0.000702,7637
7,I,Combined,500,10%,0.9,1.1,10.0,10,Alkylphenol Endocrine Disruptors and Allergies,1.0,1.0,1.2206,0.004098,8631
7,I,Combined,500,10%,0.9,1.1,10.0,10,Slowing Cognitive Decline with Berries,1.0,1.0,1.8867,0.003399,8418
7,I,Combined,500,10%,0.9,1.1,10.0,10,What is ‘Meat Glue’?,1.0,1.0,1.6957,0.00234,8010
7,I,Combined,500,10%,0.9,1.1,10.0,10,Is Liquid Smoke Safe?,1.0,1.0,2.0253,0.000868,7836
7,I,Combined,500,10%,0.9,1.1,10.0,10,Does Antioxidant Intake Matter for Stroke and Heart Disease?,1.0,1.0,2.164,0.001192,8194
7,I,Combined,500,10%,0.9,1.1,10.0,10,Does Antioxidant Intake Matter for Cancer?,0.9,0.9433,2.164,0.001379,8370
7,I,Combined,500,10%,0.9,1.1,10.0,10,Is buying organic worth it? A review of the science in new DVD,1.0,1.0,1.6434,0.004093,8713
7,I,Combined,500,10%,0.9,1.1,10.0,10,Orange Aromatherapy for Anxiety,1.0,1.0,1.8867,0.00475,7802
7,I,Combined,500,10%,0.9,1.1,10.0,10,Food Manufacturers Get to Decide if Their Own Additives Are Safe,1.0,1.0,1.973,0.002016,8740
7,I,Combined,500,10%,0.9,1.1,10.0,10,Meat Industry Wins Right to Sell Tainted Meat,1.0,1.0,2.0253,0.001407,8549
7,I,Combined,500,10%,0.9,1.1,10.0,10,Chicken Salmonella Outbreaks Show Food Safety Systems Failure,1.0,0.9998,1.6094,0.001654,8326
7,I,Combined,500,10%,0.9,1.1,10.0,10,Viral Food Poisoning from Pesticides?,0.9,0.939,1.5571,0.000632,7946
7,I,Combined,500,10%,0.9,1.1,10.0,10,The Reversal on Fish Oil,1.0,1.0,2.0253,0.00537,8322
7,I,Combined,500,10%,0.9,1.1,10.0,10,Are Multivitamins Just a Waste of Money?,1.0,1.0,1.973,0.005632,8546
7,I,Combined,500,30%,0.7,1.3,30.0,10,Breast Cancer Cells Feed on Cholesterol,0.9,0.9442,1.8344,0.001373,19730
7,I,Combined,500,30%,0.7,1.3,30.0,10,Using Diet to Treat Asthma and Eczema,0.8,0.8877,1.7481,0.001947,14016
7,I,Combined,500,30%,0.7,1.3,30.0,10,Treating Asthma With Plants vs. Pills,0.9,0.9386,1.7481,0.000884,12562
7,I,Combined,500,30%,0.7,1.3,30.0,10,How Fruits and Vegetables Can Treat Asthma,1.0,0.9997,2.164,0.000957,11867
7,I,Combined,500,30%,0.7,1.3,30.0,10,How Fruits and Vegetables Can Prevent Asthma,1.0,0.9984,1.8344,0.000402,10294
7,I,Combined,500,30%,0.7,1.3,30.0,10,Our Tax Dollars Subsidize Unhealthy Foods,1.0,0.9998,1.7481,0.001064,11254
7,I,Combined,500,30%,0.7,1.3,30.0,10,Reducing Arsenic in Chicken and Rice,1.0,0.9999,2.164,0.000178,9553
7,I,Combined,500,30%,0.7,1.3,30.0,10,How Contaminated Are Our Children?,1.0,0.9998,1.8867,0.000741,7721
7,I,Combined,500,30%,0.7,1.3,30.0,10,"Blood Type Diet Perceived as ""Crass Fraud""",0.9,0.9397,2.164,0.000501,8406
7,I,Combined,500,30%,0.7,1.3,30.0,10,Why Do Heart Doctors Favor Surgery and Drugs Over Diet?,1.0,1.0,2.164,0.001826,8646
7,I,Combined,500,30%,0.7,1.3,30.0,10,Phytates in Beans: Anti-Nutrient or Anti-Cancer?,1.0,0.9996,1.8867,0.00259,8614
7,I,Combined,500,30%,0.7,1.3,30.0,10,How Phytates Fight Cancer Cells,1.0,1.0,2.164,0.002049,8442
7,I,Combined,500,30%,0.7,1.3,30.0,10,Colon Cancer Prevention: Is it the Fiber or the Phytates?,1.0,0.9999,1.8344,0.003566,8529
7,I,Combined,500,30%,0.7,1.3,30.0,10,Low Carb Diets Found to Feed Heart Disease,1.0,1.0,2.164,0.002195,8853
7,I,Combined,500,30%,0.7,1.3,30.0,10,How Curry Can Kill Cancer Cells,1.0,0.9999,1.8344,0.000852,8553
7,I,Combined,500,30%,0.7,1.3,30.0,10,Testing Turmeric on Smokers,1.0,1.0,2.0253,0.000714,8165
7,I,Combined,500,30%,0.7,1.3,30.0,10,Alkylphenol Endocrine Disruptors and Allergies,1.0,0.9995,1.2799,0.004147,9938
7,I,Combined,500,30%,0.7,1.3,30.0,10,Slowing Cognitive Decline with Berries,1.0,0.9999,1.6957,0.002878,8636
7,I,Combined,500,30%,0.7,1.3,30.0,10,What is ‘Meat Glue’?,1.0,0.9999,1.8867,0.002041,9609
7,I,Combined,500,30%,0.7,1.3,30.0,10,Is Liquid Smoke Safe?,1.0,0.9998,1.7481,0.000825,9460
7,I,Combined,500,30%,0.7,1.3,30.0,10,Does Antioxidant Intake Matter for Stroke and Heart Disease?,0.9,0.9402,2.0253,0.001027,9804
7,I,Combined,500,30%,0.7,1.3,30.0,10,Does Antioxidant Intake Matter for Cancer?,0.9,0.9433,2.164,0.001412,10504
7,I,Combined,500,30%,0.7,1.3,30.0,10,Is buying organic worth it? A review of the science in new DVD,1.0,0.9999,1.8344,0.003718,10160
7,I,Combined,500,30%,0.7,1.3,30.0,10,Orange Aromatherapy for Anxiety,0.9,0.9486,2.164,0.004183,9384
7,I,Combined,500,30%,0.7,1.3,30.0,10,Food Manufacturers Get to Decide if Their Own Additives Are Safe,1.0,0.9998,2.164,0.001761,9291
7,I,Combined,500,30%,0.7,1.3,30.0,10,Meat Industry Wins Right to Sell Tainted Meat,1.0,1.0,1.8867,0.001242,8765
7,I,Combined,500,30%,0.7,1.3,30.0,10,Chicken Salmonella Outbreaks Show Food Safety Systems Failure,1.0,0.9997,1.8344,0.001521,8820
7,I,Combined,500,30%,0.7,1.3,30.0,10,Viral Food Poisoning from Pesticides?,1.0,1.0,1.8867,0.000752,9532
7,I,Combined,500,30%,0.7,1.3,30.0,10,The Reversal on Fish Oil,1.0,1.0,1.7481,0.004506,9456
7,I,Combined,500,30%,0.7,1.3,30.0,10,Are Multivitamins Just a Waste of Money?,1.0,0.9999,1.7481,0.004946,8929
7,I,Combined,500,50%,0.5,1.5,50.0,10,Breast Cancer Cells Feed on Cholesterol,1.0,0.9999,1.8867,0.001052,20275
7,I,Combined,500,50%,0.5,1.5,50.0,10,Using Diet to Treat Asthma and Eczema,0.9,0.9429,1.8344,0.001369,14752
7,I,Combined,500,50%,0.5,1.5,50.0,10,Treating Asthma With Plants vs. Pills,1.0,0.9999,2.164,0.000567,12260
7,I,Combined,500,50%,0.5,1.5,50.0,10,How Fruits and Vegetables Can Treat Asthma,1.0,0.9996,2.164,0.000665,10819
7,I,Combined,500,50%,0.5,1.5,50.0,10,How Fruits and Vegetables Can Prevent Asthma,1.0,0.9994,1.6957,0.000247,11353
7,I,Combined,500,50%,0.5,1.5,50.0,10,Our Tax Dollars Subsidize Unhealthy Foods,1.0,0.9994,1.6957,0.001069,10981
7,I,Combined,500,50%,0.5,1.5,50.0,10,Reducing Arsenic in Chicken and Rice,0.9,0.9403,2.0253,0.000156,8724
7,I,Combined,500,50%,0.5,1.5,50.0,10,How Contaminated Are Our Children?,1.0,0.9998,1.8867,0.0006,8947
7,I,Combined,500,50%,0.5,1.5,50.0,10,"Blood Type Diet Perceived as ""Crass Fraud""",0.8,0.8778,1.8344,0.000439,9495
7,I,Combined,500,50%,0.5,1.5,50.0,10,Why Do Heart Doctors Favor Surgery and Drugs Over Diet?,1.0,0.9998,2.0253,0.001586,9195
7,I,Combined,500,50%,0.5,1.5,50.0,10,Phytates in Beans: Anti-Nutrient or Anti-Cancer?,1.0,1.0,1.8867,0.002107,8792
7,I,Combined,500,50%,0.5,1.5,50.0,10,How Phytates Fight Cancer Cells,1.0,1.0,2.0253,0.002045,7287
7,I,Combined,500,50%,0.5,1.5,50.0,10,Colon Cancer Prevention: Is it the Fiber or the Phytates?,0.9,0.9435,1.7481,0.003793,8224
