trial,exp,algorithm,ds_quality,noise_label,noise_min,noise_max,noise_range_pct,top_k,query,recall_at_k,ndcg_at_k,score_entropy,score_variance,enc_total_us
7,H,Combined,1.0,0%,1.0,1.0,0.0,10,How is hypothyroidism treated?,1.0,1.0,2.0253,0.006409,15298
7,H,Combined,1.0,0%,1.0,1.0,0.0,10,What causes chronic pain?,1.0,1.0,1.973,0.000479,15577
7,H,Combined,1.0,0%,1.0,1.0,0.0,10,Describe COPD management,1.0,1.0,2.0253,0.020794,15072
7,H,Combined,1.0,0%,1.0,1.0,0.0,10,What are signs of liver disease?,1.0,1.0,1.8867,0.000719,15551
7,H,Combined,1.0,0%,1.0,1.0,0.0,10,How is epilepsy treated?,1.0,1.0,2.0253,0.007898,15602
7,H,Combined,1.0,0%,1.0,1.0,0.0,10,What causes osteoporosis?,1.0,1.0,2.0253,0.008767,16018
7,H,Combined,1.0,0%,1.0,1.0,0.0,10,Describe symptoms of anxiety disorder,1.0,1.0,2.0253,0.012617,15865
7,H,Combined,1.0,0%,1.0,1.0,0.0,10,What medications are used for HIV/AIDS?,1.0,1.0,2.164,0.006178,14920
7,H,Combined,1.0,0%,1.0,1.0,0.0,10,How is pneumonia diagnosed?,1.0,1.0,2.0253,0.008521,14197
7,H,Combined,1.0,0%,1.0,1.0,0.0,10,What causes inflammatory bowel disease?,1.0,1.0,1.6957,0.000444,15362
7,H,Combined,1.0,0%,1.0,1.0,0.0,10,Describe treatment for chronic kidney disease,1.0,1.0,1.8867,0.00808,14678
7,H,Combined,1.0,0%,1.0,1.0,0.0,10,What are symptoms of schizophrenia?,1.0,1.0,1.7481,0.011327,15913
7,H,Combined,1.0,0%,1.0,1.0,0.0,10,How is bipolar disorder managed?,1.0,1.0,2.0253,0.009573,16573
7,H,Combined,1.0,0%,1.0,1.0,0.0,10,What causes psoriasis?,1.0,1.0,1.8344,0.014653,16419
7,H,Combined,1.0,0%,1.0,1.0,0.0,10,Describe sepsis treatment,1.0,1.0,2.0253,0.012907,14372
7,H,Combined,1.0,0%,1.0,1.0,0.0,10,What are risk factors for cancer?,1.0,1.0,2.0253,0.000536,15371
7,H,Combined,1.0,0%,1.0,1.0,0.0,10,How is ALS diagnosed?,1.0,1.0,1.8867,0.010726,15321
7,H,Combined,1.0,1%,0.99,1.01,1.0,10,What are the symptoms of type 2 diabetes?,1.0,1.0,2.0253,0.005505,23757
7,H,Combined,1.0,1%,0.99,1.01,1.0,10,How is hypertension treated?,1.0,1.0,2.164,0.008062,15927
7,H,Combined,1.0,1%,0.99,1.01,1.0,10,What causes heart failure?,1.0,1.0,2.0253,0.001573,15887
7,H,Combined,1.0,1%,0.99,1.01,1.0,10,Describe the symptoms of lupus,1.0,1.0,2.164,0.008008,15866
7,H,Combined,1.0,1%,0.99,1.01,1.0,10,What medications treat depression?,1.0,1.0,1.8344,0.00578,16721
7,H,Combined,1.0,1%,0.99,1.01,1.0,10,How does Alzheimer's disease progress?,1.0,1.0,2.0253,0.007837,16729
7,H,Combined,1.0,1%,0.99,1.01,1.0,10,What are risk factors for stroke?,1.0,1.0,1.4979,0.007445,17171
7,H,Combined,1.0,1%,0.99,1.01,1.0,10,How is asthma managed long-term?,1.0,1.0,2.0253,0.005177,16836
7,H,Combined,1.0,1%,0.99,1.01,1.0,10,What are signs of kidney disease?,1.0,1.0,1.6957,0.004897,16920
7,H,Combined,1.0,1%,0.99,1.01,1.0,10,Describe rheumatoid arthritis treatment,1.0,1.0,2.0253,0.007645,15766
7,H,Combined,1.0,1%,0.99,1.01,1.0,10,What causes Parkinson's disease?,1.0,1.0,2.0253,0.009444,15144
7,H,Combined,1.0,1%,0.99,1.01,1.0,10,How is multiple sclerosis diagnosed?,1.0,1.0,1.973,0.008772,14999
7,H,Combined,1.0,1%,0.99,1.01,1.0,10,What are symptoms of anemia?,1.0,1.0,2.0253,0.004865,15231
7,H,Combined,1.0,1%,0.99,1.01,1.0,10,How is hypothyroidism treated?,1.0,1.0,2.0253,0.006436,15990
7,H,Combined,1.0,1%,0.99,1.01,1.0,10,What causes chronic pain?,0.9,0.9406,1.973,0.000479,16994
7,H,Combined,1.0,1%,0.99,1.01,1.0,10,Describe COPD management,1.0,1.0,2.0253,0.020806,15624
7,H,Combined,1.0,1%,0.99,1.01,1.0,10,What are signs of liver disease?,1.0,1.0,1.8867,0.000722,16113
7,H,Combined,1.0,1%,0.99,1.01,1.0,10,How is epilepsy treated?,1.0,1.0,1.8867,0.007887,16696
7,H,Combined,1.0,1%,0.99,1.01,1.0,10,What causes osteoporosis?,1.0,1.0,2.0253,0.008777,16124
7,H,Combined,1.0,1%,0.99,1.01,1.0,10,Describe symptoms of anxiety disorder,1.0,1.0,2.0253,0.012612,15971
7,H,Combined,1.0,1%,0.99,1.01,1.0,10,What medications are used for HIV/AIDS?,1.0,1.0,2.164,0.006178,15577
7,H,Combined,1.0,1%,0.99,1.01,1.0,10,How is pneumonia diagnosed?,1.0,1.0,2.0253,0.008519,16290
7,H,Combined,1.0,1%,0.99,1.01,1.0,10,What causes inflammatory bowel disease?,1.0,1.0,1.6957,0.000443,16793
7,H,Combined,1.0,1%,0.99,1.01,1.0,10,Describe treatment for chronic kidney disease,1.0,1.0,1.8867,0.008062,16241
7,H,Combined,1.0,1%,0.99,1.01,1.0,10,What are symptoms of schizophrenia?,1.0,1.0,1.7481,0.011302,16168
7,H,Combined,1.0,1%,0.99,1.01,1.0,10,How is bipolar disorder managed?,1.0,1.0,2.0253,0.009583,15535
7,H,Combined,1.0,1%,0.99,1.01,1.0,10,What causes psoriasis?,1.0,1.0,1.8344,0.014651,16284
7,H,Combined,1.0,1%,0.99,1.01,1.0,10,Describe sepsis treatment,1.0,1.0,2.0253,0.012888,16184
7,H,Combined,1.0,1%,0.99,1.01,1.0,10,What are risk factors for cancer?,1.0,1.0,1.973,0.000537,16968
7,H,Combined,1.0,1%,0.99,1.01,1.0,10,How is ALS diagnosed?,1.0,1.0,1.6957,0.010733,15664
7,H,Combined,1.0,5%,0.95,1.05,5.0,10,What are the symptoms of type 2 diabetes?,1.0,1.0,1.6434,0.005594,31244
7,H,Combined,1.0,5%,0.95,1.05,5.0,10,How is hypertension treated?,0.9,0.9513,2.164,0.008006,20865
7,H,Combined,1.0,5%,0.95,1.05,5.0,10,What causes heart failure?,1.0,1.0,1.8867,0.001581,20214
7,H,Combined,1.0,5%,0.95,1.05,5.0,10,Describe the symptoms of lupus,1.0,1.0,2.164,0.008036,18191
7,H,Combined,1.0,5%,0.95,1.05,5.0,10,What medications treat depression?,1.0,1.0,1.8344,0.005904,16806
7,H,Combined,1.0,5%,0.95,1.05,5.0,10,How does Alzheimer's disease progress?,1.0,1.0,2.0253,0.007743,16329
7,H,Combined,1.0,5%,0.95,1.05,5.0,10,What are risk factors for stroke?,1.0,1.0,1.4979,0.007495,15777
7,H,Combined,1.0,5%,0.95,1.05,5.0,10,How is asthma managed long-term?,1.0,1.0,2.0253,0.005231,15523
7,H,Combined,1.0,5%,0.95,1.05,5.0,10,What are signs of kidney disease?,1.0,1.0,1.6957,0.004871,16142
7,H,Combined,1.0,5%,0.95,1.05,5.0,10,Describe rheumatoid arthritis treatment,1.0,1.0,2.0253,0.007672,15110
7,H,Combined,1.0,5%,0.95,1.05,5.0,10,What causes Parkinson's disease?,1.0,1.0,2.0253,0.00931,14827
7,H,Combined,1.0,5%,0.95,1.05,5.0,10,How is multiple sclerosis diagnosed?,1.0,1.0,1.973,0.008603,15075
7,H,Combined,1.0,5%,0.95,1.05,5.0,10,What are symptoms of anemia?,1.0,1.0,2.0253,0.004806,15033
7,H,Combined,1.0,5%,0.95,1.05,5.0,10,How is hypothyroidism treated?,1.0,1.0,1.8867,0.006488,16292
7,H,Combined,1.0,5%,0.95,1.05,5.0,10,What causes chronic pain?,0.9,0.9406,1.6094,0.00046,17200
7,H,Combined,1.0,5%,0.95,1.05,5.0,10,Describe COPD management,1.0,1.0,2.0253,0.020672,14888
7,H,Combined,1.0,5%,0.95,1.05,5.0,10,What are signs of liver disease?,1.0,1.0,2.0253,0.000699,15403
7,H,Combined,1.0,5%,0.95,1.05,5.0,10,How is epilepsy treated?,1.0,1.0,2.0253,0.007809,15148
7,H,Combined,1.0,5%,0.95,1.05,5.0,10,What causes osteoporosis?,0.9,0.9557,2.0253,0.00872,15117
7,H,Combined,1.0,5%,0.95,1.05,5.0,10,Describe symptoms of anxiety disorder,1.0,1.0,2.0253,0.012573,15514
7,H,Combined,1.0,5%,0.95,1.05,5.0,10,What medications are used for HIV/AIDS?,0.9,0.9519,2.164,0.006171,14445
7,H,Combined,1.0,5%,0.95,1.05,5.0,10,How is pneumonia diagnosed?,1.0,1.0,2.0253,0.008519,14382
7,H,Combined,1.0,5%,0.95,1.05,5.0,10,What causes inflammatory bowel disease?,1.0,1.0,2.0253,0.000451,16194
7,H,Combined,1.0,5%,0.95,1.05,5.0,10,Describe treatment for chronic kidney disease,1.0,1.0,2.0253,0.008113,17898
7,H,Combined,1.0,5%,0.95,1.05,5.0,10,What are symptoms of schizophrenia?,1.0,1.0,1.7481,0.01127,17125
7,H,Combined,1.0,5%,0.95,1.05,5.0,10,How is bipolar disorder managed?,1.0,0.9999,2.0253,0.009518,13547
7,H,Combined,1.0,5%,0.95,1.05,5.0,10,What causes psoriasis?,1.0,1.0,1.8344,0.014664,13173
7,H,Combined,1.0,5%,0.95,1.05,5.0,10,Describe sepsis treatment,1.0,1.0,2.0253,0.012929,14894
7,H,Combined,1.0,5%,0.95,1.05,5.0,10,What are risk factors for cancer?,1.0,1.0,1.8867,0.000538,15291
7,H,Combined,1.0,5%,0.95,1.05,5.0,10,How is ALS diagnosed?,1.0,1.0,1.8867,0.010744,14931
7,H,Combined,1.0,10%,0.9,1.1,10.0,10,What are the symptoms of type 2 diabetes?,1.0,1.0,2.0253,0.005248,30534
7,H,Combined,1.0,10%,0.9,1.1,10.0,10,How is hypertension treated?,1.0,1.0,2.164,0.007991,22940
7,H,Combined,1.0,10%,0.9,1.1,10.0,10,What causes heart failure?,1.0,1.0,2.0253,0.001505,19087
7,H,Combined,1.0,10%,0.9,1.1,10.0,10,Describe the symptoms of lupus,1.0,1.0,2.164,0.008175,17473
7,H,Combined,1.0,10%,0.9,1.1,10.0,10,What medications treat depression?,1.0,1.0,1.8344,0.005722,16091
7,H,Combined,1.0,10%,0.9,1.1,10.0,10,How does Alzheimer's disease progress?,1.0,1.0,2.0253,0.007681,16442
7,H,Combined,1.0,10%,0.9,1.1,10.0,10,What are risk factors for stroke?,1.0,1.0,1.4979,0.007305,15640
7,H,Combined,1.0,10%,0.9,1.1,10.0,10,How is asthma managed long-term?,1.0,1.0,2.0253,0.005229,15263
7,H,Combined,1.0,10%,0.9,1.1,10.0,10,What are signs of kidney disease?,1.0,1.0,1.6957,0.004799,15655
7,H,Combined,1.0,10%,0.9,1.1,10.0,10,Describe rheumatoid arthritis treatment,1.0,1.0,2.0253,0.007743,15221
7,H,Combined,1.0,10%,0.9,1.1,10.0,10,What causes Parkinson's disease?,1.0,1.0,2.0253,0.009437,15253
7,H,Combined,1.0,10%,0.9,1.1,10.0,10,How is multiple sclerosis diagnosed?,1.0,1.0,1.973,0.008699,16203
7,H,Combined,1.0,10%,0.9,1.1,10.0,10,What are symptoms of anemia?,1.0,1.0,2.0253,0.004932,16574
7,H,Combined,1.0,10%,0.9,1.1,10.0,10,How is hypothyroidism treated?,1.0,1.0,2.0253,0.006434,16542
7,H,Combined,1.0,10%,0.9,1.1,10.0,10,What causes chronic pain?,0.9,0.9406,1.6094,0.00048,16086
7,H,Combined,1.0,10%,0.9,1.1,10.0,10,Describe COPD management,1.0,1.0,2.0253,0.020276,16270
7,H,Combined,1.0,10%,0.9,1.1,10.0,10,What are signs of liver disease?,1.0,1.0,1.8344,0.000756,15990
7,H,Combined,1.0,10%,0.9,1.1,10.0,10,How is epilepsy treated?,1.0,1.0,1.8867,0.007903,16079
7,H,Combined,1.0,10%,0.9,1.1,10.0,10,What causes osteoporosis?,0.9,0.9557,2.0253,0.008507,16244
7,H,Combined,1.0,10%,0.9,1.1,10.0,10,Describe symptoms of anxiety disorder,1.0,1.0,2.0253,0.012132,15907
7,H,Combined,1.0,10%,0.9,1.1,10.0,10,What medications are used for HIV/AIDS?,0.9,0.9519,1.8344,0.006134,15773
7,H,Combined,1.0,10%,0.9,1.1,10.0,10,How is pneumonia diagnosed?,1.0,1.0,1.8867,0.008397,15483
7,H,Combined,1.0,10%,0.9,1.1,10.0,10,What causes inflammatory bowel disease?,1.0,0.9996,1.7481,0.000435,15489
7,H,Combined,1.0,10%,0.9,1.1,10.0,10,Describe treatment for chronic kidney disease,1.0,1.0,1.8344,0.008127,15881
7,H,Combined,1.0,10%,0.9,1.1,10.0,10,What are symptoms of schizophrenia?,1.0,1.0,1.7481,0.011176,16304
7,H,Combined,1.0,10%,0.9,1.1,10.0,10,How is bipolar disorder managed?,1.0,0.9999,1.8867,0.009344,15434
7,H,Combined,1.0,10%,0.9,1.1,10.0,10,What causes psoriasis?,1.0,1.0,1.8344,0.01419,15696
7,H,Combined,1.0,10%,0.9,1.1,10.0,10,Describe sepsis treatment,1.0,1.0,2.0253,0.012748,15418
7,H,Combined,1.0,10%,0.9,1.1,10.0,10,What are risk factors for cancer?,1.0,0.9999,1.8867,0.000506,15517
7,H,Combined,1.0,10%,0.9,1.1,10.0,10,How is ALS diagnosed?,1.0,0.9997,1.6957,0.010543,16260
7,H,Combined,1.0,20%,0.8,1.2,20.0,10,What are the symptoms of type 2 diabetes?,1.0,0.9999,1.6957,0.005094,32537
7,H,Combined,1.0,20%,0.8,1.2,20.0,10,How is hypertension treated?,0.9,0.9513,2.0253,0.00763,21562
7,H,Combined,1.0,20%,0.8,1.2,20.0,10,What causes heart failure?,1.0,1.0,2.164,0.001422,18418
7,H,Combined,1.0,20%,0.8,1.2,20.0,10,Describe the symptoms of lupus,1.0,1.0,1.973,0.007681,16560
7,H,Combined,1.0,20%,0.8,1.2,20.0,10,What medications treat depression?,1.0,1.0,1.973,0.005604,15670
7,H,Combined,1.0,20%,0.8,1.2,20.0,10,How does Alzheimer's disease progress?,1.0,1.0,2.0253,0.0069,15468
7,H,Combined,1.0,20%,0.8,1.2,20.0,10,What are risk factors for stroke?,1.0,0.9998,1.2275,0.006665,15474
7,H,Combined,1.0,20%,0.8,1.2,20.0,10,How is asthma managed long-term?,1.0,1.0,2.0253,0.004882,16594
7,H,Combined,1.0,20%,0.8,1.2,20.0,10,What are signs of kidney disease?,0.9,0.9463,1.8344,0.004285,15268
7,H,Combined,1.0,20%,0.8,1.2,20.0,10,Describe rheumatoid arthritis treatment,1.0,1.0,2.164,0.007451,16589
7,H,Combined,1.0,20%,0.8,1.2,20.0,10,What causes Parkinson's disease?,1.0,1.0,2.0253,0.009462,15500
7,H,Combined,1.0,20%,0.8,1.2,20.0,10,How is multiple sclerosis diagnosed?,1.0,1.0,1.973,0.008431,15060
7,H,Combined,1.0,20%,0.8,1.2,20.0,10,What are symptoms of anemia?,1.0,0.9998,2.164,0.004683,15352
7,H,Combined,1.0,20%,0.8,1.2,20.0,10,How is hypothyroidism treated?,1.0,1.0,1.8344,0.006001,15078
7,H,Combined,1.0,20%,0.8,1.2,20.0,10,What causes chronic pain?,0.9,0.9406,1.8344,0.000421,15476
7,H,Combined,1.0,20%,0.8,1.2,20.0,10,Describe COPD management,0.9,0.9644,2.0253,0.02024,16367
7,H,Combined,1.0,20%,0.8,1.2,20.0,10,What are signs of liver disease?,1.0,1.0,2.0253,0.000727,15844
7,H,Combined,1.0,20%,0.8,1.2,20.0,10,How is epilepsy treated?,1.0,1.0,2.0253,0.007314,15662
7,H,Combined,1.0,20%,0.8,1.2,20.0,10,What causes osteoporosis?,1.0,1.0,2.0253,0.008134,15478
7,H,Combined,1.0,20%,0.8,1.2,20.0,10,Describe symptoms of anxiety disorder,1.0,1.0,2.164,0.011019,15240
7,H,Combined,1.0,20%,0.8,1.2,20.0,10,What medications are used for HIV/AIDS?,0.9,0.9519,2.0253,0.005759,15276
7,H,Combined,1.0,20%,0.8,1.2,20.0,10,How is pneumonia diagnosed?,0.9,0.9479,2.164,0.008166,16078
7,H,Combined,1.0,20%,0.8,1.2,20.0,10,What causes inflammatory bowel disease?,1.0,1.0,1.8867,0.000451,16079
7,H,Combined,1.0,20%,0.8,1.2,20.0,10,Describe treatment for chronic kidney disease,1.0,1.0,1.8867,0.007699,15801
7,H,Combined,1.0,20%,0.8,1.2,20.0,10,What are symptoms of schizophrenia?,1.0,1.0,1.7481,0.010511,15645
7,H,Combined,1.0,20%,0.8,1.2,20.0,10,How is bipolar disorder managed?,0.9,0.9552,2.0253,0.009245,15731
7,H,Combined,1.0,20%,0.8,1.2,20.0,10,What causes psoriasis?,1.0,1.0,1.8344,0.014109,16322
7,H,Combined,1.0,20%,0.8,1.2,20.0,10,Describe sepsis treatment,1.0,1.0,2.0253,0.012063,14547
7,H,Combined,1.0,20%,0.8,1.2,20.0,10,What are risk factors for cancer?,1.0,0.9998,2.164,0.000515,14499
7,H,Combined,1.0,20%,0.8,1.2,20.0,10,How is ALS diagnosed?,1.0,1.0,1.8867,0.009944,14535
7,H,Combined,1.0,30%,0.7,1.3,30.0,10,What are the symptoms of type 2 diabetes?,1.0,1.0,1.973,0.005063,32198
7,H,Combined,1.0,30%,0.7,1.3,30.0,10,How is hypertension treated?,0.9,0.9513,2.3026,0.00625,21432
7,H,Combined,1.0,30%,0.7,1.3,30.0,10,What causes heart failure?,1.0,0.9997,1.973,0.00139,19040
7,H,Combined,1.0,30%,0.7,1.3,30.0,10,Describe the symptoms of lupus,1.0,1.0,2.0253,0.006855,19467
7,H,Combined,1.0,30%,0.7,1.3,30.0,10,What medications treat depression?,1.0,1.0,2.0253,0.00561,17355
7,H,Combined,1.0,30%,0.7,1.3,30.0,10,How does Alzheimer's disease progress?,1.0,1.0,2.0253,0.005987,16300
7,H,Combined,1.0,30%,0.7,1.3,30.0,10,What are risk factors for stroke?,0.9,0.9376,1.4979,0.006406,16561
7,H,Combined,1.0,30%,0.7,1.3,30.0,10,How is asthma managed long-term?,1.0,1.0,2.0253,0.004772,15626
7,H,Combined,1.0,30%,0.7,1.3,30.0,10,What are signs of kidney disease?,0.9,0.944,1.6957,0.004768,15754
7,H,Combined,1.0,30%,0.7,1.3,30.0,10,Describe rheumatoid arthritis treatment,0.9,0.9515,1.8344,0.007403,17898
7,H,Combined,1.0,30%,0.7,1.3,30.0,10,What causes Parkinson's disease?,1.0,1.0,2.0253,0.008459,15713
7,H,Combined,1.0,30%,0.7,1.3,30.0,10,How is multiple sclerosis diagnosed?,1.0,1.0,1.973,0.008235,15211
7,H,Combined,1.0,30%,0.7,1.3,30.0,10,What are symptoms of anemia?,1.0,0.9992,2.0253,0.004738,15412
7,H,Combined,1.0,30%,0.7,1.3,30.0,10,How is hypothyroidism treated?,1.0,0.9998,2.0253,0.005607,14506
7,H,Combined,1.0,30%,0.7,1.3,30.0,10,What causes chronic pain?,1.0,1.0,2.164,0.000399,18551
7,H,Combined,1.0,30%,0.7,1.3,30.0,10,Describe COPD management,1.0,1.0,2.0253,0.017844,17955
7,H,Combined,1.0,30%,0.7,1.3,30.0,10,What are signs of liver disease?,1.0,0.9998,1.6094,0.000613,16522
7,H,Combined,1.0,30%,0.7,1.3,30.0,10,How is epilepsy treated?,0.9,0.9513,2.0253,0.006857,16220
7,H,Combined,1.0,30%,0.7,1.3,30.0,10,What causes osteoporosis?,0.9,0.9553,2.0253,0.007024,16172
7,H,Combined,1.0,30%,0.7,1.3,30.0,10,Describe symptoms of anxiety disorder,1.0,1.0,2.0253,0.010421,15301
7,H,Combined,1.0,30%,0.7,1.3,30.0,10,What medications are used for HIV/AIDS?,0.9,0.9519,2.0253,0.005188,15299
7,H,Combined,1.0,30%,0.7,1.3,30.0,10,How is pneumonia diagnosed?,0.9,0.95,2.0253,0.007767,15475
7,H,Combined,1.0,30%,0.7,1.3,30.0,10,What causes inflammatory bowel disease?,0.9,0.94,2.0253,0.000365,15122
7,H,Combined,1.0,30%,0.7,1.3,30.0,10,Describe treatment for chronic kidney disease,1.0,1.0,1.973,0.00766,15018
7,H,Combined,1.0,30%,0.7,1.3,30.0,10,What are symptoms of schizophrenia?,1.0,1.0,1.6957,0.01008,15393
7,H,Combined,1.0,30%,0.7,1.3,30.0,10,How is bipolar disorder managed?,1.0,0.9999,2.0253,0.008505,17679
7,H,Combined,1.0,30%,0.7,1.3,30.0,10,What causes psoriasis?,1.0,1.0,1.8344,0.012643,16117
7,H,Combined,1.0,30%,0.7,1.3,30.0,10,Describe sepsis treatment,1.0,1.0,1.8344,0.011651,14973
7,H,Combined,1.0,30%,0.7,1.3,30.0,10,What are risk factors for cancer?,0.9,0.9397,2.0253,0.000494,15575
7,H,Combined,1.0,30%,0.7,1.3,30.0,10,How is ALS diagnosed?,0.9,0.9546,1.7481,0.009755,15423
7,H,Combined,1.0,50%,0.5,1.5,50.0,10,What are the symptoms of type 2 diabetes?,1.0,0.9975,1.8867,0.003509,24320
7,H,Combined,1.0,50%,0.5,1.5,50.0,10,How is hypertension treated?,0.9,0.9512,2.164,0.005144,21194
7,H,Combined,1.0,50%,0.5,1.5,50.0,10,What causes heart failure?,1.0,0.9998,2.164,0.001216,19488
7,H,Combined,1.0,50%,0.5,1.5,50.0,10,Describe the symptoms of lupus,1.0,1.0,1.973,0.005441,18274
7,H,Combined,1.0,50%,0.5,1.5,50.0,10,What medications treat depression?,1.0,0.9996,1.8867,0.004171,17417
7,H,Combined,1.0,50%,0.5,1.5,50.0,10,How does Alzheimer's disease progress?,0.9,0.9517,1.5571,0.006348,16713
7,H,Combined,1.0,50%,0.5,1.5,50.0,10,What are risk factors for stroke?,0.8,0.8767,1.4708,0.005113,15827
7,H,Combined,1.0,50%,0.5,1.5,50.0,10,How is asthma managed long-term?,1.0,0.9999,2.164,0.004128,16535
7,H,Combined,1.0,50%,0.5,1.5,50.0,10,What are signs of kidney disease?,1.0,0.9998,1.8867,0.003673,15268
7,H,Combined,1.0,50%,0.5,1.5,50.0,10,Describe rheumatoid arthritis treatment,1.0,1.0,2.0253,0.005348,15202
7,H,Combined,1.0,50%,0.5,1.5,50.0,10,What causes Parkinson's disease?,1.0,0.9994,2.164,0.007411,14827
7,H,Combined,1.0,50%,0.5,1.5,50.0,10,How is multiple sclerosis diagnosed?,1.0,1.0,1.973,0.006636,14991
7,H,Combined,1.0,50%,0.5,1.5,50.0,10,What are symptoms of anemia?,1.0,1.0,2.164,0.003343,16559
7,H,Combined,1.0,50%,0.5,1.5,50.0,10,How is hypothyroidism treated?,1.0,0.9998,2.0253,0.00411,17816
7,H,Combined,1.0,50%,0.5,1.5,50.0,10,What causes chronic pain?,1.0,0.9998,1.8344,0.000382,13288
7,H,Combined,1.0,50%,0.5,1.5,50.0,10,Describe COPD management,0.9,0.9644,2.0253,0.015068,14412
7,H,Combined,1.0,50%,0.5,1.5,50.0,10,What are signs of liver disease?,1.0,0.9992,1.6957,0.000325,14721
7,H,Combined,1.0,50%,0.5,1.5,50.0,10,How is epilepsy treated?,0.9,0.9489,2.0253,0.005646,14414
7,H,Combined,1.0,50%,0.5,1.5,50.0,10,What causes osteoporosis?,0.9,0.9557,2.164,0.005994,14652
7,H,Combined,1.0,50%,0.5,1.5,50.0,10,Describe symptoms of anxiety disorder,0.8,0.9031,2.164,0.009257,14391
7,H,Combined,1.0,50%,0.5,1.5,50.0,10,What medications are used for HIV/AIDS?,0.9,0.9503,1.8344,0.004547,15947
7,H,Combined,1.0,50%,0.5,1.5,50.0,10,How is pneumonia diagnosed?,1.0,0.9998,1.7481,0.006343,15729
7,H,Combined,1.0,50%,0.5,1.5,50.0,10,What causes inflammatory bowel disease?,0.9,0.938,1.8344,0.00032,15314
7,H,Combined,1.0,50%,0.5,1.5,50.0,10,Describe treatment for chronic kidney disease,1.0,1.0,1.8344,0.005826,14761
7,H,Combined,1.0,50%,0.5,1.5,50.0,10,What are symptoms of schizophrenia?,1.0,0.9999,1.8344,0.007329,15413
7,H,Combined,1.0,50%,0.5,1.5,50.0,10,How is bipolar disorder managed?,0.9,0.9551,2.0253,0.006616,17605
7,H,Combined,1.0,50%,0.5,1.5,50.0,10,What causes psoriasis?,0.9,0.9587,1.6957,0.011326,17625
7,H,Combined,1.0,50%,0.5,1.5,50.0,10,Describe sepsis treatment,0.9,0.9547,1.8344,0.009704,15352
7,H,Combined,1.0,50%,0.5,1.5,50.0,10,What are risk factors for cancer?,1.0,0.9972,2.0253,0.000548,16071
7,H,Combined,1.0,50%,0.5,1.5,50.0,10,How is ALS diagnosed?,0.8,0.9101,1.6957,0.008524,15756
7,H,Combined,1.0,70%,0.3,1.7,70.0,10,What are the symptoms of type 2 diabetes?,1.0,0.9994,1.4708,0.002233,30975
7,H,Combined,1.0,70%,0.3,1.7,70.0,10,How is hypertension treated?,0.9,0.9513,2.0253,0.003006,20904
7,H,Combined,1.0,70%,0.3,1.7,70.0,10,What causes heart failure?,1.0,0.9996,2.0253,0.00081,20284
7,H,Combined,1.0,70%,0.3,1.7,70.0,10,Describe the symptoms of lupus,0.9,0.951,2.164,0.0038,20533
7,H,Combined,1.0,70%,0.3,1.7,70.0,10,What medications treat depression?,1.0,0.9999,1.6094,0.00219,18549
7,H,Combined,1.0,70%,0.3,1.7,70.0,10,How does Alzheimer's disease progress?,0.9,0.9537,1.6957,0.003494,16558
7,H,Combined,1.0,70%,0.3,1.7,70.0,10,What are risk factors for stroke?,0.8,0.8774,1.2275,0.003414,15530
7,H,Combined,1.0,70%,0.3,1.7,70.0,10,How is asthma managed long-term?,1.0,1.0,2.164,0.002365,15671
7,H,Combined,1.0,70%,0.3,1.7,70.0,10,What are signs of kidney disease?,0.8,0.8868,2.0253,0.001944,15557
7,H,Combined,1.0,70%,0.3,1.7,70.0,10,Describe rheumatoid arthritis treatment,0.9,0.9513,2.0253,0.002842,16087
7,H,Combined,1.0,70%,0.3,1.7,70.0,10,What causes Parkinson's disease?,0.9,0.9532,2.164,0.004588,15861
7,H,Combined,1.0,70%,0.3,1.7,70.0,10,How is multiple sclerosis diagnosed?,1.0,0.9996,2.164,0.004012,15368
7,H,Combined,1.0,70%,0.3,1.7,70.0,10,What are symptoms of anemia?,1.0,0.9999,2.164,0.001853,15909
7,H,Combined,1.0,70%,0.3,1.7,70.0,10,How is hypothyroidism treated?,1.0,0.9996,1.8344,0.002726,14856
7,H,Combined,1.0,70%,0.3,1.7,70.0,10,What causes chronic pain?,0.8,0.8763,2.0253,0.00021,15632
7,H,Combined,1.0,70%,0.3,1.7,70.0,10,Describe COPD management,0.9,0.9644,2.0253,0.009079,15137
7,H,Combined,1.0,70%,0.3,1.7,70.0,10,What are signs of liver disease?,0.9,0.9376,1.973,0.000189,15655
7,H,Combined,1.0,70%,0.3,1.7,70.0,10,How is epilepsy treated?,0.9,0.9513,2.3026,0.003502,15451
7,H,Combined,1.0,70%,0.3,1.7,70.0,10,What causes osteoporosis?,0.9,0.9557,2.0253,0.003706,15697
7,H,Combined,1.0,70%,0.3,1.7,70.0,10,Describe symptoms of anxiety disorder,0.9,0.9503,2.0253,0.006003,15737
7,H,Combined,1.0,70%,0.3,1.7,70.0,10,What medications are used for HIV/AIDS?,1.0,0.9985,2.0253,0.00284,15628
7,H,Combined,1.0,70%,0.3,1.7,70.0,10,How is pneumonia diagnosed?,0.9,0.9454,1.8344,0.003463,15704
7,H,Combined,1.0,70%,0.3,1.7,70.0,10,What causes inflammatory bowel disease?,0.9,0.9401,2.0253,0.000271,15296
7,H,Combined,1.0,70%,0.3,1.7,70.0,10,Describe treatment for chronic kidney disease,1.0,0.9998,1.973,0.00354,15754
