trial,exp,algorithm,noise_min,noise_max,top_k,query,recall_at_k,ndcg_at_k,enc_encrypt_us,enc_search_us,enc_total_us,note
4,J,CkksFhe,1.0,1.0,10,Describe the symptoms of lupus,0.0,0.0,419,2084,15605,True RLWE FHE — Recall≈0 expected
4,J,CkksFhe,1.0,1.0,10,What medications treat depression?,0.0,0.0,398,1899,14620,True RLWE FHE — Recall≈0 expected
4,J,CkksFhe,1.0,1.0,10,How does Alzheimer's disease progress?,0.0,0.0,423,1893,14933,True RLWE FHE — Recall≈0 expected
4,J,CkksFhe,1.0,1.0,10,What are risk factors for stroke?,0.0,0.0,402,1816,15395,True RLWE FHE — Recall≈0 expected
4,J,CkksFhe,1.0,1.0,10,How is asthma managed long-term?,0.0,0.0,357,1671,14121,True RLWE FHE — Recall≈0 expected
4,J,CkksFhe,1.0,1.0,10,What are signs of kidney disease?,0.0,0.0,346,1666,14537,True RLWE FHE — Recall≈0 expected
4,J,CkksFhe,1.0,1.0,10,Describe rheumatoid arthritis treatment,0.0,0.0,330,1655,13878,True RLWE FHE — Recall≈0 expected
4,J,CkksFhe,1.0,1.0,10,What causes Parkinson's disease?,0.0,0.0,332,1655,14429,True RLWE FHE — Recall≈0 expected
4,J,CkksFhe,1.0,1.0,10,How is multiple sclerosis diagnosed?,0.0,0.0,361,1553,13895,True RLWE FHE — Recall≈0 expected
4,J,CkksFhe,1.0,1.0,10,What are symptoms of anemia?,0.0,0.0,323,1686,13784,True RLWE FHE — Recall≈0 expected
4,J,CkksFhe,1.0,1.0,10,How is hypothyroidism treated?,0.0,0.0,310,1560,12360,True RLWE FHE — Recall≈0 expected
4,J,CkksFhe,1.0,1.0,10,What causes chronic pain?,0.0,0.0,305,1499,12996,True RLWE FHE — Recall≈0 expected
4,J,CkksFhe,1.0,1.0,10,Describe COPD management,0.0,0.0,342,1523,12948,True RLWE FHE — Recall≈0 expected
4,J,CkksFhe,1.0,1.0,10,What are signs of liver disease?,0.0,0.0,301,1517,13328,True RLWE FHE — Recall≈0 expected
4,J,CkksFhe,1.0,1.0,10,How is epilepsy treated?,0.0,0.0,312,1491,13275,True RLWE FHE — Recall≈0 expected
4,J,CkksFhe,1.0,1.0,10,What causes osteoporosis?,0.0,0.0,334,1491,13205,True RLWE FHE — Recall≈0 expected
4,J,CkksFhe,1.0,1.0,10,Describe symptoms of anxiety disorder,0.0,0.0,311,1536,12696,True RLWE FHE — Recall≈0 expected
4,J,CkksFhe,1.0,1.0,10,What medications are used for HIV/AIDS?,0.0,0.0,302,1538,13818,True RLWE FHE — Recall≈0 expected
4,J,CkksFhe,1.0,1.0,10,How is pneumonia diagnosed?,0.0,0.0,302,1493,12609,True RLWE FHE — Recall≈0 expected
4,J,CkksFhe,1.0,1.0,10,What causes inflammatory bowel disease?,0.0,0.0,289,1510,12094,True RLWE FHE — Recall≈0 expected
4,J,CkksFhe,1.0,1.0,10,Describe treatment for chronic kidney disease,0.0,0.0,268,1478,11809,True RLWE FHE — Recall≈0 expected
4,J,CkksFhe,1.0,1.0,10,What are symptoms of schizophrenia?,0.1,0.1013,275,1532,11625,True RLWE FHE — Recall≈0 expected
4,J,CkksFhe,1.0,1.0,10,How is bipolar disorder managed?,0.0,0.0,268,1515,10947,True RLWE FHE — Recall≈0 expected
4,J,CkksFhe,1.0,1.0,10,What causes psoriasis?,0.0,0.0,272,1491,10192,True RLWE FHE — Recall≈0 expected
4,J,CkksFhe,1.0,1.0,10,Describe sepsis treatment,0.0,0.0,276,1521,10275,True RLWE FHE — Recall≈0 expected
4,J,CkksFhe,1.0,1.0,10,What are risk factors for cancer?,0.0,0.0,289,1513,11050,True RLWE FHE — Recall≈0 expected
4,J,CkksFhe,1.0,1.0,10,How is ALS diagnosed?,0.1,0.0965,272,1532,12212,True RLWE FHE — Recall≈0 expected
5,J,Rome,1.0,1.0,10,What are the symptoms of type 2 diabetes?,1.0,1.0,42,548,14342,Geometric encryption — ANN-compatible
5,J,Rome,1.0,1.0,10,How is hypertension treated?,1.0,1.0,40,492,14210,Geometric encryption — ANN-compatible
5,J,Rome,1.0,1.0,10,What causes heart failure?,1.0,1.0,36,398,12199,Geometric encryption — ANN-compatible
5,J,Rome,1.0,1.0,10,Describe the symptoms of lupus,1.0,1.0,35,456,10991,Geometric encryption — ANN-compatible
5,J,Rome,1.0,1.0,10,What medications treat depression?,1.0,1.0,34,400,10718,Geometric encryption — ANN-compatible
5,J,Rome,1.0,1.0,10,How does Alzheimer's disease progress?,1.0,1.0,34,461,12282,Geometric encryption — ANN-compatible
5,J,Rome,1.0,1.0,10,What are risk factors for stroke?,1.0,1.0,31,534,12990,Geometric encryption — ANN-compatible
5,J,Rome,1.0,1.0,10,How is asthma managed long-term?,1.0,1.0,35,483,11367,Geometric encryption — ANN-compatible
5,J,Rome,1.0,1.0,10,What are signs of kidney disease?,1.0,1.0,35,372,9818,Geometric encryption — ANN-compatible
5,J,Rome,1.0,1.0,10,Describe rheumatoid arthritis treatment,1.0,1.0,35,352,10731,Geometric encryption — ANN-compatible
5,J,Rome,1.0,1.0,10,What causes Parkinson's disease?,1.0,1.0,35,470,9814,Geometric encryption — ANN-compatible
5,J,Rome,1.0,1.0,10,How is multiple sclerosis diagnosed?,1.0,1.0,68,416,9757,Geometric encryption — ANN-compatible
5,J,Rome,1.0,1.0,10,What are symptoms of anemia?,1.0,1.0,36,363,10128,Geometric encryption — ANN-compatible
5,J,Rome,1.0,1.0,10,How is hypothyroidism treated?,1.0,1.0,36,426,10361,Geometric encryption — ANN-compatible
5,J,Rome,1.0,1.0,10,What causes chronic pain?,1.0,1.0,35,411,11275,Geometric encryption — ANN-compatible
5,J,Rome,1.0,1.0,10,Describe COPD management,1.0,1.0,35,409,11277,Geometric encryption — ANN-compatible
5,J,Rome,1.0,1.0,10,What are signs of liver disease?,1.0,1.0,35,555,11776,Geometric encryption — ANN-compatible
5,J,Rome,1.0,1.0,10,How is epilepsy treated?,1.0,1.0,35,377,12109,Geometric encryption — ANN-compatible
5,J,Rome,1.0,1.0,10,What causes osteoporosis?,1.0,1.0,34,363,9757,Geometric encryption — ANN-compatible
5,J,Rome,1.0,1.0,10,Describe symptoms of anxiety disorder,1.0,1.0,35,466,11653,Geometric encryption — ANN-compatible
5,J,Rome,1.0,1.0,10,What medications are used for HIV/AIDS?,1.0,1.0,32,459,10240,Geometric encryption — ANN-compatible
5,J,Rome,1.0,1.0,10,How is pneumonia diagnosed?,1.0,1.0,35,362,10994,Geometric encryption — ANN-compatible
5,J,Rome,1.0,1.0,10,What causes inflammatory bowel disease?,1.0,1.0,34,367,11438,Geometric encryption — ANN-compatible
5,J,Rome,1.0,1.0,10,Describe treatment for chronic kidney disease,1.0,1.0,35,364,10178,Geometric encryption — ANN-compatible
5,J,Rome,1.0,1.0,10,What are symptoms of schizophrenia?,1.0,1.0,34,367,11176,Geometric encryption — ANN-compatible
5,J,Rome,1.0,1.0,10,How is bipolar disorder managed?,1.0,1.0,34,363,11055,Geometric encryption — ANN-compatible
5,J,Rome,1.0,1.0,10,What causes psoriasis?,1.0,1.0,35,389,10758,Geometric encryption — ANN-compatible
5,J,Rome,1.0,1.0,10,Describe sepsis treatment,1.0,1.0,34,363,10928,Geometric encryption — ANN-compatible
5,J,Rome,1.0,1.0,10,What are risk factors for cancer?,1.0,1.0,34,361,10500,Geometric encryption — ANN-compatible
5,J,Rome,1.0,1.0,10,How is ALS diagnosed?,1.0,1.0,35,365,11212,Geometric encryption — ANN-compatible
5,J,CkksFhe,1.0,1.0,10,What are the symptoms of type 2 diabetes?,0.0,0.0,369,1736,13652,True RLWE FHE — Recall≈0 expected
5,J,CkksFhe,1.0,1.0,10,How is hypertension treated?,0.0,0.0,328,1555,14103,True RLWE FHE — Recall≈0 expected
5,J,CkksFhe,1.0,1.0,10,What causes heart failure?,0.1,0.0733,318,1497,12927,True RLWE FHE — Recall≈0 expected
5,J,CkksFhe,1.0,1.0,10,Describe the symptoms of lupus,0.0,0.0,304,1551,14812,True RLWE FHE — Recall≈0 expected
5,J,CkksFhe,1.0,1.0,10,What medications treat depression?,0.0,0.0,311,1526,13340,True RLWE FHE — Recall≈0 expected
5,J,CkksFhe,1.0,1.0,10,How does Alzheimer's disease progress?,0.0,0.0,315,1527,14353,True RLWE FHE — Recall≈0 expected
5,J,CkksFhe,1.0,1.0,10,What are risk factors for stroke?,0.0,0.0,314,1514,13724,True RLWE FHE — Recall≈0 expected
5,J,CkksFhe,1.0,1.0,10,How is asthma managed long-term?,0.0,0.0,342,1494,14158,True RLWE FHE — Recall≈0 expected
5,J,CkksFhe,1.0,1.0,10,What are signs of kidney disease?,0.0,0.0,343,1511,12946,True RLWE FHE — Recall≈0 expected
5,J,CkksFhe,1.0,1.0,10,Describe rheumatoid arthritis treatment,0.0,0.0,308,1538,13328,True RLWE FHE — Recall≈0 expected
5,J,CkksFhe,1.0,1.0,10,What causes Parkinson's disease?,0.0,0.0,336,1531,14010,True RLWE FHE — Recall≈0 expected
5,J,CkksFhe,1.0,1.0,10,How is multiple sclerosis diagnosed?,0.0,0.0,305,1529,13519,True RLWE FHE — Recall≈0 expected
5,J,CkksFhe,1.0,1.0,10,What are symptoms of anemia?,0.0,0.0,332,1489,11910,True RLWE FHE — Recall≈0 expected
5,J,CkksFhe,1.0,1.0,10,How is hypothyroidism treated?,0.1,0.1283,304,1499,10592,True RLWE FHE — Recall≈0 expected
5,J,CkksFhe,1.0,1.0,10,What causes chronic pain?,0.0,0.0,300,1534,12282,True RLWE FHE — Recall≈0 expected
5,J,CkksFhe,1.0,1.0,10,Describe COPD management,0.0,0.0,293,1503,13830,True RLWE FHE — Recall≈0 expected
5,J,CkksFhe,1.0,1.0,10,What are signs of liver disease?,0.0,0.0,336,1479,11933,True RLWE FHE — Recall≈0 expected
5,J,CkksFhe,1.0,1.0,10,How is epilepsy treated?,0.0,0.0,331,1503,11394,True RLWE FHE — Recall≈0 expected
5,J,CkksFhe,1.0,1.0,10,What causes osteoporosis?,0.0,0.0,302,1545,11549,True RLWE FHE — Recall≈0 expected
5,J,CkksFhe,1.0,1.0,10,Describe symptoms of anxiety disorder,0.1,0.0834,327,1493,10128,True RLWE FHE — Recall≈0 expected
5,J,CkksFhe,1.0,1.0,10,What medications are used for HIV/AIDS?,0.0,0.0,303,1535,12024,True RLWE FHE — Recall≈0 expected
5,J,CkksFhe,1.0,1.0,10,How is pneumonia diagnosed?,0.0,0.0,295,1529,13012,True RLWE FHE — Recall≈0 expected
5,J,CkksFhe,1.0,1.0,10,What causes inflammatory bowel disease?,0.0,0.0,300,1490,12523,True RLWE FHE — Recall≈0 expected
5,J,CkksFhe,1.0,1.0,10,Describe treatment for chronic kidney disease,0.0,0.0,296,1535,12807,True RLWE FHE — Recall≈0 expected
5,J,CkksFhe,1.0,1.0,10,What are symptoms of schizophrenia?,0.0,0.0,298,1471,12521,True RLWE FHE — Recall≈0 expected
5,J,CkksFhe,1.0,1.0,10,How is bipolar disorder managed?,0.0,0.0,303,1508,13191,True RLWE FHE — Recall≈0 expected
5,J,CkksFhe,1.0,1.0,10,What causes psoriasis?,0.0,0.0,276,1526,12143,True RLWE FHE — Recall≈0 expected
5,J,CkksFhe,1.0,1.0,10,Describe sepsis treatment,0.0,0.0,272,1537,9700,True RLWE FHE — Recall≈0 expected
5,J,CkksFhe,1.0,1.0,10,What are risk factors for cancer?,0.0,0.0,321,1491,9195,True RLWE FHE — Recall≈0 expected
5,J,CkksFhe,1.0,1.0,10,How is ALS diagnosed?,0.0,0.0,302,1500,10737,True RLWE FHE — Recall≈0 expected
