trial,exp,algorithm,noise_label,noise_min,noise_max,noise_range_pct,top_k,query,recall_at_k,ndcg_at_k,score_entropy,score_variance,enc_total_us
3,G,Combined,0%,1.0,1.0,0.0,10,What are the symptoms of type 2 diabetes?,1.0,1.0,2.0253,0.005505,32914
3,G,Combined,0%,1.0,1.0,0.0,10,How is hypertension treated?,1.0,1.0,2.164,0.008063,22950
3,G,Combined,0%,1.0,1.0,0.0,10,What causes heart failure?,1.0,1.0,2.0253,0.001569,20840
3,G,Combined,0%,1.0,1.0,0.0,10,Describe the symptoms of lupus,1.0,1.0,2.164,0.008025,19708
3,G,Combined,0%,1.0,1.0,0.0,10,What medications treat depression?,1.0,1.0,1.8344,0.005777,18973
3,G,Combined,0%,1.0,1.0,0.0,10,How does Alzheimer's disease progress?,1.0,1.0,2.0253,0.007851,20475
3,G,Combined,0%,1.0,1.0,0.0,10,What are risk factors for stroke?,1.0,1.0,1.4979,0.007439,17316
3,G,Combined,0%,1.0,1.0,0.0,10,How is asthma managed long-term?,1.0,1.0,2.0253,0.005191,17679
3,G,Combined,0%,1.0,1.0,0.0,10,What are signs of kidney disease?,1.0,1.0,1.6957,0.004912,21295
3,G,Combined,0%,1.0,1.0,0.0,10,Describe rheumatoid arthritis treatment,1.0,1.0,2.0253,0.007646,17456
3,G,Combined,0%,1.0,1.0,0.0,10,What causes Parkinson's disease?,1.0,1.0,2.0253,0.009459,17100
3,G,Combined,0%,1.0,1.0,0.0,10,How is multiple sclerosis diagnosed?,1.0,1.0,1.973,0.008741,15739
3,G,Combined,0%,1.0,1.0,0.0,10,What are symptoms of anemia?,1.0,1.0,2.0253,0.004847,16798
3,G,Combined,0%,1.0,1.0,0.0,10,How is hypothyroidism treated?,1.0,1.0,2.0253,0.006409,16749
3,G,Combined,0%,1.0,1.0,0.0,10,What causes chronic pain?,1.0,1.0,1.973,0.000479,16517
3,G,Combined,0%,1.0,1.0,0.0,10,Describe COPD management,1.0,1.0,2.0253,0.020794,16197
3,G,Combined,0%,1.0,1.0,0.0,10,What are signs of liver disease?,1.0,1.0,1.8867,0.000719,17697
3,G,Combined,0%,1.0,1.0,0.0,10,How is epilepsy treated?,1.0,1.0,2.0253,0.007898,20741
3,G,Combined,0%,1.0,1.0,0.0,10,What causes osteoporosis?,1.0,1.0,2.0253,0.008767,18526
3,G,Combined,0%,1.0,1.0,0.0,10,Describe symptoms of anxiety disorder,1.0,1.0,2.0253,0.012617,16671
3,G,Combined,0%,1.0,1.0,0.0,10,What medications are used for HIV/AIDS?,1.0,1.0,2.164,0.006178,15602
3,G,Combined,0%,1.0,1.0,0.0,10,How is pneumonia diagnosed?,1.0,1.0,2.0253,0.008521,15858
3,G,Combined,0%,1.0,1.0,0.0,10,What causes inflammatory bowel disease?,1.0,1.0,1.6957,0.000444,15936
3,G,Combined,0%,1.0,1.0,0.0,10,Describe treatment for chronic kidney disease,1.0,1.0,1.8867,0.00808,15617
3,G,Combined,0%,1.0,1.0,0.0,10,What are symptoms of schizophrenia?,1.0,1.0,1.7481,0.011327,16260
3,G,Combined,0%,1.0,1.0,0.0,10,How is bipolar disorder managed?,1.0,1.0,2.0253,0.009573,16545
3,G,Combined,0%,1.0,1.0,0.0,10,What causes psoriasis?,1.0,1.0,1.8344,0.014653,16045
3,G,Combined,0%,1.0,1.0,0.0,10,Describe sepsis treatment,1.0,1.0,2.0253,0.012907,17277
3,G,Combined,0%,1.0,1.0,0.0,10,What are risk factors for cancer?,1.0,1.0,2.0253,0.000536,17586
3,G,Combined,0%,1.0,1.0,0.0,10,How is ALS diagnosed?,1.0,1.0,1.8867,0.010726,16902
3,G,Combined,1%,0.99,1.01,1.0,10,What are the symptoms of type 2 diabetes?,1.0,1.0,2.0253,0.005499,26842
3,G,Combined,1%,0.99,1.01,1.0,10,How is hypertension treated?,1.0,1.0,2.164,0.00805,24301
3,G,Combined,1%,0.99,1.01,1.0,10,What causes heart failure?,1.0,1.0,2.0253,0.001579,23390
3,G,Combined,1%,0.99,1.01,1.0,10,Describe the symptoms of lupus,1.0,1.0,2.164,0.008007,24222
3,G,Combined,1%,0.99,1.01,1.0,10,What medications treat depression?,1.0,1.0,1.8344,0.005791,20370
3,G,Combined,1%,0.99,1.01,1.0,10,How does Alzheimer's disease progress?,1.0,1.0,2.0253,0.007847,20027
3,G,Combined,1%,0.99,1.01,1.0,10,What are risk factors for stroke?,1.0,1.0,1.4979,0.007417,18248
3,G,Combined,1%,0.99,1.01,1.0,10,How is asthma managed long-term?,1.0,1.0,2.0253,0.005179,17715
3,G,Combined,1%,0.99,1.01,1.0,10,What are signs of kidney disease?,1.0,1.0,1.6957,0.004921,17356
3,G,Combined,1%,0.99,1.01,1.0,10,Describe rheumatoid arthritis treatment,1.0,1.0,2.0253,0.007654,17399
3,G,Combined,1%,0.99,1.01,1.0,10,What causes Parkinson's disease?,1.0,1.0,2.0253,0.009451,16377
3,G,Combined,1%,0.99,1.01,1.0,10,How is multiple sclerosis diagnosed?,1.0,1.0,1.973,0.008726,17857
3,G,Combined,1%,0.99,1.01,1.0,10,What are symptoms of anemia?,1.0,1.0,2.0253,0.004844,16040
3,G,Combined,1%,0.99,1.01,1.0,10,How is hypothyroidism treated?,1.0,1.0,2.0253,0.006386,15815
3,G,Combined,1%,0.99,1.01,1.0,10,What causes chronic pain?,1.0,1.0,1.973,0.000479,16524
3,G,Combined,1%,0.99,1.01,1.0,10,Describe COPD management,1.0,1.0,2.0253,0.020762,14852
3,G,Combined,1%,0.99,1.01,1.0,10,What are signs of liver disease?,1.0,1.0,1.8867,0.000723,16076
3,G,Combined,1%,0.99,1.01,1.0,10,How is epilepsy treated?,1.0,1.0,1.8867,0.007916,15094
3,G,Combined,1%,0.99,1.01,1.0,10,What causes osteoporosis?,1.0,1.0,2.0253,0.008755,17169
3,G,Combined,1%,0.99,1.01,1.0,10,Describe symptoms of anxiety disorder,1.0,1.0,2.0253,0.012595,15804
3,G,Combined,1%,0.99,1.01,1.0,10,What medications are used for HIV/AIDS?,1.0,1.0,2.164,0.006175,16666
3,G,Combined,1%,0.99,1.01,1.0,10,How is pneumonia diagnosed?,1.0,1.0,2.0253,0.008528,17184
3,G,Combined,1%,0.99,1.01,1.0,10,What causes inflammatory bowel disease?,1.0,1.0,1.6957,0.000444,17805
3,G,Combined,1%,0.99,1.01,1.0,10,Describe treatment for chronic kidney disease,1.0,1.0,1.8867,0.008089,16783
3,G,Combined,1%,0.99,1.01,1.0,10,What are symptoms of schizophrenia?,1.0,1.0,1.7481,0.011351,16980
3,G,Combined,1%,0.99,1.01,1.0,10,How is bipolar disorder managed?,1.0,1.0,2.0253,0.009546,16061
3,G,Combined,1%,0.99,1.01,1.0,10,What causes psoriasis?,1.0,1.0,1.8344,0.014632,17355
3,G,Combined,1%,0.99,1.01,1.0,10,Describe sepsis treatment,1.0,1.0,2.0253,0.012912,16222
3,G,Combined,1%,0.99,1.01,1.0,10,What are risk factors for cancer?,1.0,1.0,2.0253,0.000538,16523
3,G,Combined,1%,0.99,1.01,1.0,10,How is ALS diagnosed?,1.0,1.0,1.6957,0.010707,15785
3,G,Combined,5%,0.95,1.05,5.0,10,What are the symptoms of type 2 diabetes?,1.0,1.0,2.0253,0.005329,23870
3,G,Combined,5%,0.95,1.05,5.0,10,How is hypertension treated?,0.9,0.9513,2.164,0.007979,17964
3,G,Combined,5%,0.95,1.05,5.0,10,What causes heart failure?,1.0,1.0,1.8867,0.001574,19984
3,G,Combined,5%,0.95,1.05,5.0,10,Describe the symptoms of lupus,1.0,1.0,2.164,0.007987,17842
3,G,Combined,5%,0.95,1.05,5.0,10,What medications treat depression?,1.0,1.0,1.8867,0.005814,17304
3,G,Combined,5%,0.95,1.05,5.0,10,How does Alzheimer's disease progress?,1.0,1.0,2.0253,0.007777,18333
3,G,Combined,5%,0.95,1.05,5.0,10,What are risk factors for stroke?,1.0,1.0,1.4979,0.007393,16895
3,G,Combined,5%,0.95,1.05,5.0,10,How is asthma managed long-term?,1.0,1.0,2.0253,0.005229,17580
3,G,Combined,5%,0.95,1.05,5.0,10,What are signs of kidney disease?,1.0,1.0,1.6957,0.004836,16430
3,G,Combined,5%,0.95,1.05,5.0,10,Describe rheumatoid arthritis treatment,1.0,1.0,2.0253,0.007704,16878
3,G,Combined,5%,0.95,1.05,5.0,10,What causes Parkinson's disease?,1.0,1.0,2.0253,0.009556,17224
3,G,Combined,5%,0.95,1.05,5.0,10,How is multiple sclerosis diagnosed?,1.0,1.0,1.973,0.008686,17229
3,G,Combined,5%,0.95,1.05,5.0,10,What are symptoms of anemia?,1.0,1.0,2.0253,0.004759,19100
3,G,Combined,5%,0.95,1.05,5.0,10,How is hypothyroidism treated?,1.0,1.0,1.8344,0.006365,18949
3,G,Combined,5%,0.95,1.05,5.0,10,What causes chronic pain?,0.9,0.9406,2.0253,0.00049,16264
3,G,Combined,5%,0.95,1.05,5.0,10,Describe COPD management,1.0,1.0,2.0253,0.020639,16229
3,G,Combined,5%,0.95,1.05,5.0,10,What are signs of liver disease?,1.0,1.0,2.0253,0.000763,16893
3,G,Combined,5%,0.95,1.05,5.0,10,How is epilepsy treated?,1.0,1.0,2.0253,0.007844,17000
3,G,Combined,5%,0.95,1.05,5.0,10,What causes osteoporosis?,0.9,0.9557,2.0253,0.008665,16770
3,G,Combined,5%,0.95,1.05,5.0,10,Describe symptoms of anxiety disorder,0.9,0.9528,2.164,0.012468,16070
3,G,Combined,5%,0.95,1.05,5.0,10,What medications are used for HIV/AIDS?,0.9,0.9519,2.0253,0.006209,16010
3,G,Combined,5%,0.95,1.05,5.0,10,How is pneumonia diagnosed?,1.0,1.0,2.0253,0.008498,16620
3,G,Combined,5%,0.95,1.05,5.0,10,What causes inflammatory bowel disease?,1.0,1.0,1.8867,0.00043,16962
3,G,Combined,5%,0.95,1.05,5.0,10,Describe treatment for chronic kidney disease,1.0,1.0,1.8344,0.008071,16666
3,G,Combined,5%,0.95,1.05,5.0,10,What are symptoms of schizophrenia?,1.0,1.0,1.7481,0.011088,17608
3,G,Combined,5%,0.95,1.05,5.0,10,How is bipolar disorder managed?,1.0,1.0,1.8867,0.009467,17297
3,G,Combined,5%,0.95,1.05,5.0,10,What causes psoriasis?,1.0,1.0,1.8344,0.014664,16970
3,G,Combined,5%,0.95,1.05,5.0,10,Describe sepsis treatment,1.0,1.0,2.0253,0.012932,17060
3,G,Combined,5%,0.95,1.05,5.0,10,What are risk factors for cancer?,1.0,1.0,1.8344,0.000546,17465
3,G,Combined,5%,0.95,1.05,5.0,10,How is ALS diagnosed?,1.0,1.0,1.8867,0.010795,16955
3,G,Combined,10%,0.9,1.1,10.0,10,What are the symptoms of type 2 diabetes?,1.0,1.0,1.6434,0.005425,33364
3,G,Combined,10%,0.9,1.1,10.0,10,How is hypertension treated?,1.0,1.0,2.0253,0.007897,26057
3,G,Combined,10%,0.9,1.1,10.0,10,What causes heart failure?,1.0,1.0,2.0253,0.001621,21999
3,G,Combined,10%,0.9,1.1,10.0,10,Describe the symptoms of lupus,1.0,1.0,2.164,0.007882,20377
3,G,Combined,10%,0.9,1.1,10.0,10,What medications treat depression?,1.0,1.0,1.8344,0.005751,20493
3,G,Combined,10%,0.9,1.1,10.0,10,How does Alzheimer's disease progress?,0.9,0.954,2.0253,0.007573,19493
3,G,Combined,10%,0.9,1.1,10.0,10,What are risk factors for stroke?,1.0,1.0,1.3592,0.007296,19695
3,G,Combined,10%,0.9,1.1,10.0,10,How is asthma managed long-term?,1.0,1.0,2.0253,0.005276,17285
3,G,Combined,10%,0.9,1.1,10.0,10,What are signs of kidney disease?,1.0,1.0,1.6957,0.004854,17241
3,G,Combined,10%,0.9,1.1,10.0,10,Describe rheumatoid arthritis treatment,1.0,1.0,2.0253,0.007528,17282
3,G,Combined,10%,0.9,1.1,10.0,10,What causes Parkinson's disease?,1.0,1.0,2.0253,0.009596,16786
3,G,Combined,10%,0.9,1.1,10.0,10,How is multiple sclerosis diagnosed?,1.0,1.0,1.973,0.008703,18730
3,G,Combined,10%,0.9,1.1,10.0,10,What are symptoms of anemia?,1.0,1.0,1.8867,0.004643,17219
3,G,Combined,10%,0.9,1.1,10.0,10,How is hypothyroidism treated?,1.0,1.0,1.6957,0.00647,20094
3,G,Combined,10%,0.9,1.1,10.0,10,What causes chronic pain?,1.0,1.0,2.0253,0.00046,19559
3,G,Combined,10%,0.9,1.1,10.0,10,Describe COPD management,1.0,1.0,2.0253,0.020815,18028
3,G,Combined,10%,0.9,1.1,10.0,10,What are signs of liver disease?,1.0,1.0,1.8344,0.000732,17272
3,G,Combined,10%,0.9,1.1,10.0,10,How is epilepsy treated?,1.0,1.0,2.0253,0.008043,17508
3,G,Combined,10%,0.9,1.1,10.0,10,What causes osteoporosis?,1.0,1.0,2.0253,0.008703,16452
3,G,Combined,10%,0.9,1.1,10.0,10,Describe symptoms of anxiety disorder,0.9,0.9528,2.0253,0.012477,16301
3,G,Combined,10%,0.9,1.1,10.0,10,What medications are used for HIV/AIDS?,1.0,1.0,2.0253,0.006182,15753
3,G,Combined,10%,0.9,1.1,10.0,10,How is pneumonia diagnosed?,1.0,1.0,1.8867,0.008523,17568
3,G,Combined,10%,0.9,1.1,10.0,10,What causes inflammatory bowel disease?,1.0,1.0,1.973,0.00045,17552
3,G,Combined,10%,0.9,1.1,10.0,10,Describe treatment for chronic kidney disease,1.0,1.0,1.973,0.008138,16688
3,G,Combined,10%,0.9,1.1,10.0,10,What are symptoms of schizophrenia?,1.0,1.0,1.4979,0.011372,17776
3,G,Combined,10%,0.9,1.1,10.0,10,How is bipolar disorder managed?,1.0,0.9999,1.8867,0.009538,18905
3,G,Combined,10%,0.9,1.1,10.0,10,What causes psoriasis?,1.0,1.0,1.8344,0.014552,15624
3,G,Combined,10%,0.9,1.1,10.0,10,Describe sepsis treatment,1.0,1.0,2.0253,0.012759,16310
3,G,Combined,10%,0.9,1.1,10.0,10,What are risk factors for cancer?,1.0,0.9999,1.973,0.000524,16976
3,G,Combined,10%,0.9,1.1,10.0,10,How is ALS diagnosed?,0.9,0.9564,1.8867,0.011125,17322
3,G,Combined,20%,0.8,1.2,20.0,10,What are the symptoms of type 2 diabetes?,1.0,1.0,1.8344,0.005325,25747
3,G,Combined,20%,0.8,1.2,20.0,10,How is hypertension treated?,0.9,0.9513,2.164,0.007654,20698
3,G,Combined,20%,0.8,1.2,20.0,10,What causes heart failure?,1.0,1.0,2.164,0.001385,19545
3,G,Combined,20%,0.8,1.2,20.0,10,Describe the symptoms of lupus,1.0,1.0,2.164,0.007915,19061
3,G,Combined,20%,0.8,1.2,20.0,10,What medications treat depression?,1.0,1.0,1.6094,0.005408,17135
3,G,Combined,20%,0.8,1.2,20.0,10,How does Alzheimer's disease progress?,1.0,1.0,1.6957,0.007821,18867
3,G,Combined,20%,0.8,1.2,20.0,10,What are risk factors for stroke?,0.9,0.9437,1.2275,0.006914,19859
3,G,Combined,20%,0.8,1.2,20.0,10,How is asthma managed long-term?,1.0,1.0,2.0253,0.004733,18192
3,G,Combined,20%,0.8,1.2,20.0,10,What are signs of kidney disease?,1.0,1.0,1.8344,0.004315,17514
3,G,Combined,20%,0.8,1.2,20.0,10,Describe rheumatoid arthritis treatment,1.0,1.0,1.973,0.007327,17409
3,G,Combined,20%,0.8,1.2,20.0,10,What causes Parkinson's disease?,1.0,1.0,2.164,0.009153,15800
3,G,Combined,20%,0.8,1.2,20.0,10,How is multiple sclerosis diagnosed?,1.0,1.0,1.973,0.0083,17095
3,G,Combined,20%,0.8,1.2,20.0,10,What are symptoms of anemia?,1.0,1.0,2.0253,0.004647,16775
3,G,Combined,20%,0.8,1.2,20.0,10,How is hypothyroidism treated?,1.0,1.0,1.6957,0.005988,16961
3,G,Combined,20%,0.8,1.2,20.0,10,What causes chronic pain?,0.9,0.9375,1.6094,0.000499,15993
3,G,Combined,20%,0.8,1.2,20.0,10,Describe COPD management,1.0,1.0,2.0253,0.019602,17693
3,G,Combined,20%,0.8,1.2,20.0,10,What are signs of liver disease?,1.0,0.9999,1.8867,0.000753,18358
3,G,Combined,20%,0.8,1.2,20.0,10,How is epilepsy treated?,1.0,1.0,2.0253,0.007694,17191
3,G,Combined,20%,0.8,1.2,20.0,10,What causes osteoporosis?,0.9,0.9556,1.8344,0.008082,18141
3,G,Combined,20%,0.8,1.2,20.0,10,Describe symptoms of anxiety disorder,1.0,1.0,2.0253,0.011705,17649
3,G,Combined,20%,0.8,1.2,20.0,10,What medications are used for HIV/AIDS?,1.0,0.9999,1.8344,0.00583,17845
3,G,Combined,20%,0.8,1.2,20.0,10,How is pneumonia diagnosed?,1.0,1.0,1.973,0.007947,17916
3,G,Combined,20%,0.8,1.2,20.0,10,What causes inflammatory bowel disease?,1.0,1.0,1.8344,0.00046,17480
3,G,Combined,20%,0.8,1.2,20.0,10,Describe treatment for chronic kidney disease,1.0,1.0,1.8344,0.007503,16365
3,G,Combined,20%,0.8,1.2,20.0,10,What are symptoms of schizophrenia?,1.0,1.0,1.6094,0.010761,18022
3,G,Combined,20%,0.8,1.2,20.0,10,How is bipolar disorder managed?,1.0,0.9999,1.8867,0.008708,18682
3,G,Combined,20%,0.8,1.2,20.0,10,What causes psoriasis?,1.0,1.0,1.6957,0.013123,17213
3,G,Combined,20%,0.8,1.2,20.0,10,Describe sepsis treatment,1.0,1.0,2.0253,0.012542,19024
3,G,Combined,20%,0.8,1.2,20.0,10,What are risk factors for cancer?,1.0,1.0,1.8344,0.000452,18814
3,G,Combined,20%,0.8,1.2,20.0,10,How is ALS diagnosed?,1.0,0.9997,1.6957,0.010153,19368
3,G,Combined,30%,0.7,1.3,30.0,10,What are the symptoms of type 2 diabetes?,1.0,1.0,2.0253,0.004263,22381
3,G,Combined,30%,0.7,1.3,30.0,10,How is hypertension treated?,0.9,0.9513,2.164,0.007596,23031
3,G,Combined,30%,0.7,1.3,30.0,10,What causes heart failure?,1.0,0.9996,2.0253,0.001122,21512
3,G,Combined,30%,0.7,1.3,30.0,10,Describe the symptoms of lupus,1.0,1.0,2.164,0.007047,19333
3,G,Combined,30%,0.7,1.3,30.0,10,What medications treat depression?,1.0,1.0,2.0253,0.004872,19225
3,G,Combined,30%,0.7,1.3,30.0,10,How does Alzheimer's disease progress?,0.9,0.954,1.8867,0.006793,23930
3,G,Combined,30%,0.7,1.3,30.0,10,What are risk factors for stroke?,1.0,0.9999,1.2275,0.006781,50654
3,G,Combined,30%,0.7,1.3,30.0,10,How is asthma managed long-term?,1.0,1.0,2.164,0.004424,18618
3,G,Combined,30%,0.7,1.3,30.0,10,What are signs of kidney disease?,1.0,0.9999,1.6957,0.004403,18391
3,G,Combined,30%,0.7,1.3,30.0,10,Describe rheumatoid arthritis treatment,1.0,0.9999,2.0253,0.006914,18362
3,G,Combined,30%,0.7,1.3,30.0,10,What causes Parkinson's disease?,1.0,1.0,2.0253,0.007688,17097
3,G,Combined,30%,0.7,1.3,30.0,10,How is multiple sclerosis diagnosed?,1.0,1.0,1.973,0.007802,17253
3,G,Combined,30%,0.7,1.3,30.0,10,What are symptoms of anemia?,1.0,1.0,1.8867,0.004404,16910
3,G,Combined,30%,0.7,1.3,30.0,10,How is hypothyroidism treated?,1.0,1.0,1.8344,0.005301,19551
3,G,Combined,30%,0.7,1.3,30.0,10,What causes chronic pain?,0.8,0.8781,1.8867,0.000381,21629
3,G,Combined,30%,0.7,1.3,30.0,10,Describe COPD management,0.9,0.9644,1.8867,0.017829,19232
3,G,Combined,30%,0.7,1.3,30.0,10,What are signs of liver disease?,1.0,0.9999,1.3592,0.000759,17674
3,G,Combined,30%,0.7,1.3,30.0,10,How is epilepsy treated?,0.9,0.9512,1.8867,0.006129,18054
3,G,Combined,30%,0.7,1.3,30.0,10,What causes osteoporosis?,0.9,0.9556,1.6957,0.007658,18141
3,G,Combined,30%,0.7,1.3,30.0,10,Describe symptoms of anxiety disorder,0.9,0.9528,2.0253,0.008988,18037
3,G,Combined,30%,0.7,1.3,30.0,10,What medications are used for HIV/AIDS?,1.0,0.9999,1.6957,0.00559,16689
3,G,Combined,30%,0.7,1.3,30.0,10,How is pneumonia diagnosed?,0.9,0.9501,2.0253,0.007233,16890
3,G,Combined,30%,0.7,1.3,30.0,10,What causes inflammatory bowel disease?,1.0,1.0,2.164,0.000423,17606
3,G,Combined,30%,0.7,1.3,30.0,10,Describe treatment for chronic kidney disease,1.0,1.0,1.8344,0.007165,18099
3,G,Combined,30%,0.7,1.3,30.0,10,What are symptoms of schizophrenia?,1.0,1.0,1.8344,0.009636,18290
3,G,Combined,30%,0.7,1.3,30.0,10,How is bipolar disorder managed?,1.0,1.0,2.164,0.008705,18406
3,G,Combined,30%,0.7,1.3,30.0,10,What causes psoriasis?,1.0,1.0,1.6957,0.013785,21199
3,G,Combined,30%,0.7,1.3,30.0,10,Describe sepsis treatment,1.0,1.0,2.0253,0.011616,18687
3,G,Combined,30%,0.7,1.3,30.0,10,What are risk factors for cancer?,1.0,0.9998,2.164,0.000434,22341
3,G,Combined,30%,0.7,1.3,30.0,10,How is ALS diagnosed?,0.9,0.9546,1.8867,0.009219,18952
3,G,Combined,50%,0.5,1.5,50.0,10,What are the symptoms of type 2 diabetes?,1.0,1.0,1.973,0.003786,32349
3,G,Combined,50%,0.5,1.5,50.0,10,How is hypertension treated?,0.9,0.9513,2.164,0.005657,22628
3,G,Combined,50%,0.5,1.5,50.0,10,What causes heart failure?,1.0,0.9994,2.164,0.00111,20547
3,G,Combined,50%,0.5,1.5,50.0,10,Describe the symptoms of lupus,1.0,1.0,2.164,0.00672,19157
3,G,Combined,50%,0.5,1.5,50.0,10,What medications treat depression?,1.0,1.0,1.8867,0.004167,16834
3,G,Combined,50%,0.5,1.5,50.0,10,How does Alzheimer's disease progress?,1.0,1.0,2.0253,0.00485,16828
3,G,Combined,50%,0.5,1.5,50.0,10,What are risk factors for stroke?,0.9,0.9433,1.3592,0.004893,15475
3,G,Combined,50%,0.5,1.5,50.0,10,How is asthma managed long-term?,1.0,1.0,2.3026,0.003426,17325
3,G,Combined,50%,0.5,1.5,50.0,10,What are signs of kidney disease?,1.0,0.9998,1.7481,0.003173,15925
3,G,Combined,50%,0.5,1.5,50.0,10,Describe rheumatoid arthritis treatment,1.0,0.9999,2.0253,0.004921,17925
3,G,Combined,50%,0.5,1.5,50.0,10,What causes Parkinson's disease?,1.0,0.9994,2.0253,0.006294,16607
3,G,Combined,50%,0.5,1.5,50.0,10,How is multiple sclerosis diagnosed?,1.0,1.0,1.973,0.007211,18278
3,G,Combined,50%,0.5,1.5,50.0,10,What are symptoms of anemia?,1.0,0.9999,1.8867,0.00354,17093
3,G,Combined,50%,0.5,1.5,50.0,10,How is hypothyroidism treated?,1.0,0.9999,2.0253,0.004545,17588
3,G,Combined,50%,0.5,1.5,50.0,10,What causes chronic pain?,0.8,0.8653,1.8344,0.000405,17218
3,G,Combined,50%,0.5,1.5,50.0,10,Describe COPD management,0.9,0.9631,1.7481,0.013842,16133
3,G,Combined,50%,0.5,1.5,50.0,10,What are signs of liver disease?,1.0,0.9994,1.6957,0.000686,16643
3,G,Combined,50%,0.5,1.5,50.0,10,How is epilepsy treated?,1.0,1.0,1.8867,0.005463,17895
3,G,Combined,50%,0.5,1.5,50.0,10,What causes osteoporosis?,0.9,0.9556,2.164,0.005902,16650
3,G,Combined,50%,0.5,1.5,50.0,10,Describe symptoms of anxiety disorder,0.9,0.9528,2.164,0.009289,16455
3,G,Combined,50%,0.5,1.5,50.0,10,What medications are used for HIV/AIDS?,0.9,0.9517,2.0253,0.003978,16783
3,G,Combined,50%,0.5,1.5,50.0,10,How is pneumonia diagnosed?,0.9,0.9479,1.973,0.006183,16583
3,G,Combined,50%,0.5,1.5,50.0,10,What causes inflammatory bowel disease?,1.0,0.9975,2.0253,0.000246,16754
3,G,Combined,50%,0.5,1.5,50.0,10,Describe treatment for chronic kidney disease,1.0,1.0,2.0253,0.005507,16670
3,G,Combined,50%,0.5,1.5,50.0,10,What are symptoms of schizophrenia?,1.0,0.9998,1.8344,0.007454,15830
3,G,Combined,50%,0.5,1.5,50.0,10,How is bipolar disorder managed?,0.9,0.9552,2.0253,0.006904,16830
3,G,Combined,50%,0.5,1.5,50.0,10,What causes psoriasis?,1.0,1.0,1.7481,0.010602,16608
3,G,Combined,50%,0.5,1.5,50.0,10,Describe sepsis treatment,0.9,0.9547,2.0253,0.009556,16463
3,G,Combined,50%,0.5,1.5,50.0,10,What are risk factors for cancer?,1.0,0.9989,2.3026,0.000469,17738
3,G,Combined,50%,0.5,1.5,50.0,10,How is ALS diagnosed?,0.9,0.9564,1.8344,0.008016,16438
3,G,Combined,70%,0.3,1.7,70.0,10,What are the symptoms of type 2 diabetes?,0.9,0.9438,2.0253,0.002798,22868
3,G,Combined,70%,0.3,1.7,70.0,10,How is hypertension treated?,0.9,0.9513,2.164,0.00412,19690
3,G,Combined,70%,0.3,1.7,70.0,10,What causes heart failure?,1.0,0.9994,1.973,0.000995,18746
3,G,Combined,70%,0.3,1.7,70.0,10,Describe the symptoms of lupus,1.0,1.0,2.164,0.003786,17793
3,G,Combined,70%,0.3,1.7,70.0,10,What medications treat depression?,1.0,1.0,1.8344,0.002744,17496
3,G,Combined,70%,0.3,1.7,70.0,10,How does Alzheimer's disease progress?,0.9,0.9495,1.973,0.003253,18052
3,G,Combined,70%,0.3,1.7,70.0,10,What are risk factors for stroke?,0.8,0.8883,1.4185,0.003364,17801
3,G,Combined,70%,0.3,1.7,70.0,10,How is asthma managed long-term?,1.0,0.9999,2.164,0.002291,16753
3,G,Combined,70%,0.3,1.7,70.0,10,What are signs of kidney disease?,0.8,0.8892,2.0253,0.002329,17025
3,G,Combined,70%,0.3,1.7,70.0,10,Describe rheumatoid arthritis treatment,1.0,0.9999,1.8867,0.004538,16455
3,G,Combined,70%,0.3,1.7,70.0,10,What causes Parkinson's disease?,1.0,1.0,2.164,0.004021,17131
3,G,Combined,70%,0.3,1.7,70.0,10,How is multiple sclerosis diagnosed?,1.0,0.9996,1.6957,0.004056,15955
3,G,Combined,70%,0.3,1.7,70.0,10,What are symptoms of anemia?,1.0,0.9988,1.8867,0.001962,15376
3,G,Combined,70%,0.3,1.7,70.0,10,How is hypothyroidism treated?,1.0,0.9989,1.8344,0.003153,15689
3,G,Combined,70%,0.3,1.7,70.0,10,What causes chronic pain?,0.9,0.9374,1.5571,0.000196,16510
3,G,Combined,70%,0.3,1.7,70.0,10,Describe COPD management,0.9,0.9644,1.8867,0.009173,15561
3,G,Combined,70%,0.3,1.7,70.0,10,What are signs of liver disease?,0.9,0.9368,1.8867,0.000218,17388
3,G,Combined,70%,0.3,1.7,70.0,10,How is epilepsy treated?,1.0,0.9999,2.0253,0.003799,18164
3,G,Combined,70%,0.3,1.7,70.0,10,What causes osteoporosis?,0.9,0.953,1.973,0.004269,16024
3,G,Combined,70%,0.3,1.7,70.0,10,Describe symptoms of anxiety disorder,0.9,0.9527,2.3026,0.006155,16382
3,G,Combined,70%,0.3,1.7,70.0,10,What medications are used for HIV/AIDS?,0.9,0.9517,1.6957,0.003126,15864
3,G,Combined,70%,0.3,1.7,70.0,10,How is pneumonia diagnosed?,1.0,0.9995,2.0253,0.003706,16401
3,G,Combined,70%,0.3,1.7,70.0,10,What causes inflammatory bowel disease?,0.9,0.9397,2.0253,0.000223,17351
3,G,Combined,70%,0.3,1.7,70.0,10,Describe treatment for chronic kidney disease,0.9,0.9517,1.7481,0.003701,17474
3,G,Combined,70%,0.3,1.7,70.0,10,What are symptoms of schizophrenia?,1.0,0.9997,1.7481,0.005305,15556
3,G,Combined,70%,0.3,1.7,70.0,10,How is bipolar disorder managed?,0.9,0.9522,1.6957,0.004498,16442
